cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,train_set_dur_ind
majority_vote,0.9796549774270288,2.951219512195122,0.6882180809808416,0.0610513916991973,75,1,TweetyNet,2.0345022572971216,Bird0,2
min_segment_dur,0.9779227822082038,7.951219512195122,0.6246382863572821,0.14840924815863193,75,1,TweetyNet,2.2077217791796167,Bird0,2
min_segment_dur_majority_vote,0.9803502291216485,1.2439024390243902,0.7181572953277838,0.022652550557311694,75,1,TweetyNet,1.9649770878351513,Bird0,2
none,0.9772227880978925,9.829268292682928,0.599420059953027,0.18967266768043814,75,1,TweetyNet,2.2777211902107464,Bird0,2
majority_vote,0.9748075847722597,2.926829268292683,0.6239140645026645,0.061947823407892184,75,2,TweetyNet,2.5192415227740295,Bird0,2
min_segment_dur,0.9729026077616781,8.609756097560975,0.5643532627620483,0.15250594422710376,75,2,TweetyNet,2.709739223832186,Bird0,2
min_segment_dur_majority_vote,0.9752946170276634,1.7317073170731707,0.6428755503176115,0.03288600930199154,75,2,TweetyNet,2.47053829723366,Bird0,2
none,0.9724155755062743,9.853658536585366,0.5490128636384014,0.18219528781298897,75,2,TweetyNet,2.7584424493725668,Bird0,2
majority_vote,0.9786102095247712,3.073170731707317,0.647767562341197,0.0667013804337893,75,3,TweetyNet,2.138979047522882,Bird0,2
min_segment_dur,0.9760325392380044,9.78048780487805,0.5605036533759168,0.18549260976503038,75,3,TweetyNet,2.396746076199563,Bird0,2
min_segment_dur_majority_vote,0.9794802181723608,1.3414634146341464,0.6835906925245899,0.026970682653750588,75,3,TweetyNet,2.051978182763925,Bird0,2
none,0.975162530590414,11.585365853658537,0.5364742186485836,0.2266505388503492,75,3,TweetyNet,2.4837469409585977,Bird0,2
majority_vote,0.9788052038261703,2.707317073170732,0.6550519350245685,0.058496265985974266,75,4,TweetyNet,2.119479617382969,Bird0,2
min_segment_dur,0.9762962480412289,7.926829268292683,0.5897689495351519,0.14944298825720054,75,4,TweetyNet,2.3703751958771058,Bird0,2
min_segment_dur_majority_vote,0.9794108568041848,1.2195121951219512,0.6824867204999886,0.023318877348754,75,4,TweetyNet,2.0589143195815174,Bird0,2
none,0.9757028371130227,9.512195121951219,0.5697653497405128,0.18675402261511445,75,4,TweetyNet,2.4297162886977253,Bird0,2
majority_vote,0.9789739593991613,2.707317073170732,0.6693618727117372,0.06056150200423514,75,5,TweetyNet,2.102604060083868,Bird0,2
min_segment_dur,0.9767801703395447,7.048780487804878,0.5994338817664498,0.13967423701020149,75,5,TweetyNet,2.3219829660455327,Bird0,2
min_segment_dur_majority_vote,0.9796087635301745,1.048780487804878,0.6919447288785686,0.022260414794769416,75,5,TweetyNet,2.0391236469825547,Bird0,2
none,0.9761404949794718,8.975609756097562,0.582402289391568,0.18170659272914796,75,5,TweetyNet,2.385950502052825,Bird0,2
majority_vote,0.9792258446925279,2.8780487804878048,0.6684192177105734,0.06335679087359872,75,6,TweetyNet,2.0774155307472064,Bird0,2
min_segment_dur,0.9775055264388018,8.365853658536585,0.6222982354713109,0.1509619347772736,75,6,TweetyNet,2.249447356119816,Bird0,2
min_segment_dur_majority_vote,0.9797986549514757,1.170731707317073,0.6963241954426485,0.022854943823173705,75,6,TweetyNet,2.0201345048524333,Bird0,2
none,0.976938996008162,10.292682926829269,0.5969277918235794,0.19446488579725751,75,6,TweetyNet,2.306100399183797,Bird0,2
majority_vote,0.9783455224787931,3.6097560975609757,0.6350279558936065,0.07265945165847074,75,7,TweetyNet,2.165447752120686,Bird0,2
min_segment_dur,0.9770636066288577,7.951219512195122,0.5960094403744834,0.1415497829394792,75,7,TweetyNet,2.2936393371142283,Bird0,2
min_segment_dur_majority_vote,0.9792422832500882,1.2926829268292683,0.6715377936328147,0.024846223897533392,75,7,TweetyNet,2.075771674991178,Bird0,2
none,0.9761761764787951,10.439024390243903,0.571540020571283,0.19181072475079838,75,7,TweetyNet,2.3823823521204934,Bird0,2
majority_vote,0.9772345333837923,3.0,0.6129908667094283,0.06781084057374678,75,8,TweetyNet,2.276546661620771,Bird0,2
min_segment_dur,0.9764998235979582,6.2439024390243905,0.5831184379752598,0.12953035106171024,75,8,TweetyNet,2.350017640204183,Bird0,2
min_segment_dur_majority_vote,0.9780385185062423,1.4146341463414633,0.6416607425187554,0.029709632856885555,75,8,TweetyNet,2.196148149375765,Bird0,2
none,0.9756843571116752,8.146341463414634,0.5578388284762961,0.17221866131274957,75,8,TweetyNet,2.4315642888324773,Bird0,2
majority_vote,0.9754089178218808,3.2195121951219514,0.6091637885691871,0.0695892107813353,75,9,TweetyNet,2.459108217811923,Bird0,2
min_segment_dur,0.9731136027300418,9.146341463414634,0.5477540851222749,0.16477079514396906,75,9,TweetyNet,2.688639726995823,Bird0,2
min_segment_dur_majority_vote,0.976091687483496,1.7804878048780488,0.6338809650156735,0.034961440361330434,75,9,TweetyNet,2.390831251650405,Bird0,2
none,0.9724308330684261,10.731707317073171,0.5278047263225377,0.20146559669604575,75,9,TweetyNet,2.756916693157385,Bird0,2
majority_vote,0.9796141331194076,2.8780487804878048,0.7064646194952042,0.06077301798611114,75,10,TweetyNet,2.0385866880592407,Bird0,2
min_segment_dur,0.9777755914093476,8.0,0.6391824100759279,0.1444421148052466,75,10,TweetyNet,2.2224408590652445,Bird0,2
min_segment_dur_majority_vote,0.9805187260577758,0.926829268292683,0.7490506815194613,0.017522422593707846,75,10,TweetyNet,1.9481273942224209,Bird0,2
