,cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,results_dir,toml_path,training_replicate_csv_path,checkpoint_path,spect_scalar_path,min_segment_dur,avg_error,animal_id,train_set_dur_ind,species
202,min_segment_dur_majority_vote,0.9760097136354844,11.455445544554456,0.5450562589706996,7.79522855941545,300,2,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.39902863645155,llb11,4,Canary
203,none,0.976584459928494,27.43564356435644,0.566538054684922,18.77689074415284,300,2,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.3415540071505925,llb11,4,Canary
206,min_segment_dur_majority_vote,0.9651034911528972,16.15841584158416,0.4707259390936785,16.61293915767535,300,3,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.4896508847102825,llb11,4,Canary
207,none,0.965078175780834,38.881188118811885,0.4697505195292802,35.820266584034414,300,3,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.492182421916612,llb11,4,Canary
210,min_segment_dur_majority_vote,0.975439628308096,13.272277227722771,0.5380855537940631,8.98970686068096,300,4,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.456037169190406,llb11,4,Canary
211,none,0.9755985637821128,27.044554455445542,0.544799686741102,16.21706540204389,300,4,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.440143621788715,llb11,4,Canary
214,min_segment_dur_majority_vote,0.9753404241186676,9.0990099009901,0.5818409118636952,6.70916095124854,300,5,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.4659575881332496,llb11,4,Canary
215,none,0.975760633301573,21.03960396039604,0.5939387683376374,13.45950014902606,300,5,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.4239366698426967,llb11,4,Canary
218,min_segment_dur_majority_vote,0.9754239715562748,11.742574257425742,0.5528059307194823,7.574415375722319,300,6,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.4576028443725195,llb11,4,Canary
219,none,0.9761292422789998,23.38118811881188,0.5793835980100932,14.21009358299161,300,6,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.3870757721000224,llb11,4,Canary
222,min_segment_dur_majority_vote,0.9772377791970752,9.806930693069306,0.566185154062061,6.667454159332619,300,7,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.2762220802924893,llb11,4,Canary
223,none,0.9769331014576412,26.123762376237625,0.5698906610124341,15.45878093299825,300,7,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_300s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.306689854235888,llb11,4,Canary
226,min_segment_dur_majority_vote,0.9784435887776254,10.316831683168315,0.5866562570701569,9.96220639003718,660,1,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.1556411222374616,llb11,10,Canary
227,none,0.9791028840977076,17.65841584158416,0.6065092535438965,14.73672472592068,660,1,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.0897115902292374,llb11,10,Canary
230,min_segment_dur_majority_vote,0.9807856853135244,6.579207920792079,0.6315728780912305,4.59061024079521,660,2,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.9214314686475609,llb11,10,Canary
231,none,0.981325278133737,14.425742574257423,0.6630971894457504,8.58607161505921,660,2,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.8674721866262955,llb11,10,Canary
234,min_segment_dur_majority_vote,0.977184451024352,9.826732673267326,0.5624079604571705,6.66366198172538,660,3,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.281554897564797,llb11,10,Canary
235,none,0.977500548050514,21.024752475247524,0.5794162555767315,13.43142693732996,660,3,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.2499451949486104,llb11,10,Canary
238,min_segment_dur_majority_vote,0.9816542861836748,6.554455445544554,0.6330279576323188,4.94298227190095,660,4,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.8345713816325329,llb11,10,Canary
239,none,0.982566756981257,12.01980198019802,0.6704803758330843,8.28751177794211,660,4,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.743324301874305,llb11,10,Canary
242,min_segment_dur_majority_vote,0.9803511169252108,6.8861386138613865,0.6289244533758216,4.36023261227053,660,5,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.964888307478907,llb11,10,Canary
243,none,0.9811682669447872,15.970297029702971,0.6524076083341025,8.950298125335241,660,5,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.88317330552128,llb11,10,Canary
246,min_segment_dur_majority_vote,0.9770349612695112,9.48019801980198,0.5875893791319928,7.928995767714101,660,6,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.296503873048883,llb11,10,Canary
247,none,0.9778123083303056,18.821782178217823,0.6141387616868347,13.27082206200852,660,6,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.218769166969448,llb11,10,Canary
250,min_segment_dur_majority_vote,0.9803862265801844,7.430693069306931,0.6045071116819484,5.53082309636639,660,7,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.961377341981552,llb11,10,Canary
251,none,0.9810468692363336,15.054455445544557,0.6300320494273752,10.56655969814398,660,7,TweetyNet,results/Canaries/learncurve/llb11/results_200610_101801,results/Canaries/learncurve/llb11/results_200610_101801/config-llb11-lc_first_submission.toml,data/Canaries/llb11/annotated_prep_200608_221003_linux_npz.csv,results/Canaries/learncurve/llb11/results_200610_101801/train_dur_660s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,1.8953130763666337,llb11,10,Canary
254,min_segment_dur_majority_vote,0.969856771429676,17.286324786324787,0.5704425650624637,5.88478589638216,600,1,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.014322857032392,llb16,9,Canary
255,none,0.9697160577227806,28.444444444444443,0.5646245500524699,9.78659165870428,600,1,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.0283942277219422,llb16,9,Canary
258,min_segment_dur_majority_vote,0.9698100607972155,15.431623931623932,0.5721192968262482,5.0132031943433795,600,2,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.0189939202784344,llb16,9,Canary
259,none,0.9695574901545968,31.99572649572649,0.5629816812545185,10.41798873625907,600,2,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.04425098454032,llb16,9,Canary
262,min_segment_dur_majority_vote,0.957083068440725,23.85042735042735,0.5458521034578491,7.43208625536904,600,3,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.291693155927501,llb16,9,Canary
263,none,0.9572176365489524,38.94444444444444,0.5377904732011805,12.220466395469309,600,3,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.278236345104769,llb16,9,Canary
266,min_segment_dur_majority_vote,0.969546736937836,14.162393162393162,0.5861669978923935,4.75911976885431,600,4,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.0453263062164115,llb16,9,Canary
267,none,0.9687972111251562,29.38034188034188,0.5716118375858835,10.07555869245457,600,4,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.1202788874843845,llb16,9,Canary
270,min_segment_dur_majority_vote,0.9725626529705632,12.833333333333334,0.5943386624155468,4.38308987841526,600,5,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.74373470294369,llb16,9,Canary
271,none,0.9725970390983222,21.70940170940171,0.5929181821265618,7.870934560123299,600,5,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,2.740296090167782,llb16,9,Canary
274,min_segment_dur_majority_vote,0.968769067446274,17.542735042735043,0.5573075961840225,5.91700169892594,600,6,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.1230932553725888,llb16,9,Canary
275,none,0.9687253352247772,29.45726495726496,0.553134090197327,10.22679177252704,600,6,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.1274664775222782,llb16,9,Canary
278,min_segment_dur_majority_vote,0.969698883163298,14.350427350427353,0.6001254794968839,4.90561692880351,600,7,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.030111683670189,llb16,9,Canary
279,none,0.9690892262010294,28.521367521367523,0.5823433155548429,10.42329368647983,600,7,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_600s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.091077379897056,llb16,9,Canary
282,min_segment_dur_majority_vote,0.9675584269875328,18.213675213675213,0.5375541843985899,6.26211059426986,420,1,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.2441573012467084,llb16,6,Canary
283,none,0.9673876378718052,34.5,0.5319987193867796,11.8300100000143,420,1,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.261236212819474,llb16,6,Canary
286,min_segment_dur_majority_vote,0.9543524360527076,31.46153846153846,0.4454826034575697,10.59631311561941,420,2,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.56475639472923,llb16,6,Canary
287,none,0.9533587112787828,51.21794871794872,0.4296565149551037,17.86923201572407,420,2,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.664128872121731,llb16,6,Canary
290,min_segment_dur_majority_vote,0.9685519400221972,16.645299145299145,0.5085105358901656,5.87017236642646,420,3,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.1448059977802867,llb16,6,Canary
291,none,0.9681013522168312,35.1965811965812,0.5019818030597407,12.8496914530889,420,3,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.1898647783168865,llb16,6,Canary
294,min_segment_dur_majority_vote,0.9694256903913272,15.47008547008547,0.5857295734612515,5.29145390208568,420,4,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.057430960867291,llb16,6,Canary
295,none,0.9692969337648986,27.76068376068376,0.5832701520953011,9.8927049319914,420,4,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.070306623510144,llb16,6,Canary
298,min_segment_dur_majority_vote,0.9597260119291682,21.542735042735043,0.5474602219352971,6.946851358648599,420,5,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.027398807083182,llb16,6,Canary
299,none,0.959498507804222,45.876068376068375,0.5431056631438698,14.343137878070088,420,5,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.050149219577815,llb16,6,Canary
302,min_segment_dur_majority_vote,0.9687523460606788,16.82051282051282,0.5896740722562106,5.47704351223871,420,6,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.124765393932128,llb16,6,Canary
303,none,0.9682167511278718,30.35897435897436,0.5733657501829392,10.15288341909485,420,6,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.1783248872128245,llb16,6,Canary
306,min_segment_dur_majority_vote,0.965658787562442,19.021367521367523,0.536986695448823,6.44156804959764,420,7,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.4341212437557944,llb16,6,Canary
307,none,0.9648202748364634,34.282051282051285,0.5235920127937421,11.71238013046677,420,7,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_420s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,3.5179725163536624,llb16,6,Canary
310,min_segment_dur_majority_vote,0.9531121614337454,26.64957264957265,0.513062757279307,8.85031994394558,240,1,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_240s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.688783856625456,llb16,3,Canary
311,none,0.9525343971681836,52.94871794871795,0.5015316357872379,17.53844654923307,240,1,TweetyNet,results/Canaries/learncurve/llb16/results_200613_145015,results/Canaries/learncurve/llb16/results_200613_145015/config-llb16-lc_first_submission.toml,data/Canaries/llb16/annotated_prep_200613_135259_linux2_npz.csv,results/Canaries/learncurve/llb16/results_200613_145015/train_dur_240s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,,0.005,4.746560283181633,llb16,3,Canary
