,cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,results_dir,toml_path,training_replicate_csv_path,checkpoint_path,spect_scalar_path,min_segment_dur,avg_error,animal_id,train_set_dur_ind,species
338,min_segment_dur_majority_vote,0.9792641588975912,0.5,0.808866954267513,0.90276083185089,120,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_5/StandardizeSpect,0.02,2.073584110240889,Bird4,3,Bengalese Finch
339,none,0.9769419495984698,5.289473684210527,0.7201645096569935,8.65006388755161,120,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_5/StandardizeSpect,0.02,2.3058050401530195,Bird4,3,Bengalese Finch
342,min_segment_dur_majority_vote,0.9770284338695724,0.8157894736842105,0.733984526139695,1.59239419017071,120,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_6/StandardizeSpect,0.02,2.297156613042761,Bird4,3,Bengalese Finch
343,none,0.9754874657418104,5.868421052631579,0.6737439814601247,9.74274114669245,120,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_6/StandardizeSpect,0.02,2.451253425818956,Bird4,3,Bengalese Finch
346,min_segment_dur_majority_vote,0.9791184187931344,0.5526315789473685,0.7909549230504669,0.9094110602544101,120,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_7/StandardizeSpect,0.02,2.0881581206865563,Bird4,3,Bengalese Finch
347,none,0.9779275677120616,3.8947368421052633,0.7383330041314324,6.5087418491494,120,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_7/StandardizeSpect,0.02,2.2072432287938426,Bird4,3,Bengalese Finch
350,min_segment_dur_majority_vote,0.9783225929242112,0.7368421052631579,0.7921179839841841,1.29297247609378,120,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_8/StandardizeSpect,0.02,2.16774070757888,Bird4,3,Bengalese Finch
351,none,0.9760850828361302,5.052631578947368,0.7078868837134843,8.12834198263057,120,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_8/StandardizeSpect,0.02,2.391491716386984,Bird4,3,Bengalese Finch
354,min_segment_dur_majority_vote,0.9788969947434296,0.5526315789473685,0.7988068050733118,0.9998265026298201,120,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_9/StandardizeSpect,0.02,2.1103005256570384,Bird4,3,Bengalese Finch
355,none,0.976826865001016,5.7105263157894735,0.723417186911034,9.42853318009589,120,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_9/StandardizeSpect,0.02,2.31731349989841,Bird4,3,Bengalese Finch
358,min_segment_dur_majority_vote,0.9785649661478651,0.6052631578947368,0.7879316536628668,1.0892951695975,120,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_10/StandardizeSpect,0.02,2.1435033852134744,Bird4,3,Bengalese Finch
359,none,0.9770395429634708,5.289473684210527,0.7188849671419896,8.99422439938303,120,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_120s/replicate_10/StandardizeSpect,0.02,2.296045703652916,Bird4,3,Bengalese Finch
362,min_segment_dur_majority_vote,0.9810254108054304,0.6052631578947368,0.8110002823674076,1.26778493089303,600,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_1/StandardizeSpect,0.02,1.8974589194569624,Bird4,6,Bengalese Finch
363,none,0.980690269052192,3.8684210526315783,0.7738287624022342,6.55319864454801,600,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_1/StandardizeSpect,0.02,1.9309730947807855,Bird4,6,Bengalese Finch
366,min_segment_dur_majority_vote,0.9820258601222184,0.3947368421052631,0.8509127172058993,0.70585486317022,600,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_2/StandardizeSpect,0.02,1.7974139877781736,Bird4,6,Bengalese Finch
367,none,0.980943903761035,4.052631578947368,0.7929047132790142,6.885137005058111,600,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_2/StandardizeSpect,0.02,1.905609623896498,Bird4,6,Bengalese Finch
370,min_segment_dur_majority_vote,0.9823406259178388,0.3947368421052631,0.8528446347564199,0.75430592321807,600,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_3/StandardizeSpect,0.02,1.7659374082161117,Bird4,6,Bengalese Finch
371,none,0.9812902444895458,5.157894736842105,0.7960408967975271,8.40476634478159,600,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_3/StandardizeSpect,0.02,1.8709755510454171,Bird4,6,Bengalese Finch
374,min_segment_dur_majority_vote,0.9816770586384947,0.3684210526315789,0.8311369055876521,0.66588276459113,600,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_4/StandardizeSpect,0.02,1.832294136150514,Bird4,6,Bengalese Finch
375,none,0.9804232729017874,4.894736842105263,0.7704299607065351,8.16867158853378,600,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_4/StandardizeSpect,0.02,1.9576727098212563,Bird4,6,Bengalese Finch
378,min_segment_dur_majority_vote,0.9819778624003634,0.4210526315789473,0.832590445684756,0.82989952132891,600,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_5/StandardizeSpect,0.02,1.802213759963656,Bird4,6,Bengalese Finch
379,none,0.9806713389961684,4.157894736842105,0.7763294098489967,6.98888602877521,600,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_5/StandardizeSpect,0.02,1.932866100383146,Bird4,6,Bengalese Finch
382,min_segment_dur_majority_vote,0.9814401636798822,0.4473684210526316,0.8184398219149346,0.7376992290402901,600,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_6/StandardizeSpect,0.02,1.8559836320117815,Bird4,6,Bengalese Finch
383,none,0.9804086527007322,4.289473684210527,0.7597973410892344,6.620279655053269,600,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_6/StandardizeSpect,0.02,1.9591347299267812,Bird4,6,Bengalese Finch
386,min_segment_dur_majority_vote,0.9823121843419408,0.2894736842105263,0.855940653122917,0.6980796029234699,600,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_7/StandardizeSpect,0.02,1.7687815658059214,Bird4,6,Bengalese Finch
387,none,0.9813036407038522,3.842105263157895,0.8034892603872644,6.398868013032789,600,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_7/StandardizeSpect,0.02,1.8696359296147769,Bird4,6,Bengalese Finch
390,min_segment_dur_majority_vote,0.9824346152537532,0.3157894736842105,0.8597349144889783,0.54899835285502,600,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_8/StandardizeSpect,0.02,1.7565384746246804,Bird4,6,Bengalese Finch
391,none,0.9809509626112368,4.2368421052631575,0.7963047386471123,6.693637834407371,600,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_8/StandardizeSpect,0.02,1.904903738876318,Bird4,6,Bengalese Finch
394,min_segment_dur_majority_vote,0.9821379924783208,0.4210526315789473,0.8521980038754903,0.73103041466156,600,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_9/StandardizeSpect,0.02,1.7862007521679324,Bird4,6,Bengalese Finch
395,none,0.9813589443886912,3.9210526315789473,0.7973465198994031,6.07664099118122,600,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_9/StandardizeSpect,0.02,1.8641055611308688,Bird4,6,Bengalese Finch
398,min_segment_dur_majority_vote,0.9819010845031396,0.4210526315789473,0.8271798905851933,0.7110999864802501,600,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_10/StandardizeSpect,0.02,1.809891549686049,Bird4,6,Bengalese Finch
399,none,0.9806643592765132,3.9210526315789473,0.7659703030338233,6.53429800940142,600,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_600s/replicate_10/StandardizeSpect,0.02,1.9335640723486924,Bird4,6,Bengalese Finch
402,min_segment_dur_majority_vote,0.98098074729527,0.5263157894736842,0.8077286352208403,0.9497419051323,480,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_1/StandardizeSpect,0.02,1.9019252704729928,Bird4,5,Bengalese Finch
403,none,0.980022121743502,4.2631578947368425,0.7492613513817714,6.740074458448619,480,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_1/StandardizeSpect,0.02,1.9977878256497883,Bird4,5,Bengalese Finch
406,min_segment_dur_majority_vote,0.9821065335664542,0.3684210526315789,0.8471743349088721,0.6948990380993699,480,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_2/StandardizeSpect,0.02,1.7893466433545837,Bird4,5,Bengalese Finch
407,none,0.9803656129511524,4.131578947368421,0.7633889707549175,6.8636918057125795,480,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_2/StandardizeSpect,0.02,1.9634387048847568,Bird4,5,Bengalese Finch
410,min_segment_dur_majority_vote,0.9809822862631452,0.4210526315789473,0.8391850406573159,0.76605214782571,480,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_3/StandardizeSpect,0.02,1.901771373685468,Bird4,5,Bengalese Finch
411,none,0.979764899026094,3.3421052631578947,0.7813384949953658,5.39271046895214,480,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_3/StandardizeSpect,0.02,2.02351009739059,Bird4,5,Bengalese Finch
414,min_segment_dur_majority_vote,0.981859673250056,0.3421052631578947,0.8596495892275754,0.49979886027864,480,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/config_BirdsongRecognition_bird04.toml,data/BirdsongRecognition/Bird4/Wave_prep_210528_224959.csv,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird4/results_210529_031959/train_dur_480s/replicate_4/StandardizeSpect,0.02,1.8140326749943925,Bird4,5,Bengalese Finch
