bird,train_set_dur,replicate_num,model_name,avg_acc,avg_levenshtein,avg_loss,avg_segment_error_rate,avg_error,train_set_dur_ind
0,120.0,1,TweetyNet,0.9569468247263055,36.94736842105263,0.1561491614893863,0.6195333155469119,4.3053175273694455,3
0,120.0,10,TweetyNet,0.9562059703626132,40.05263157894737,0.1753455965142501,0.7076892888190428,4.379402963738677,3
0,120.0,2,TweetyNet,0.9639958833393296,27.18421052631579,0.128396423239457,0.486215270098111,3.600411666067038,3
0,120.0,3,TweetyNet,0.954589141042609,34.1578947368421,0.1744359668932463,0.6158007816075849,4.541085895739105,3
0,120.0,4,TweetyNet,0.9628921308015522,26.26315789473684,0.123676387887252,0.4726690349821537,3.7107869198447774,3
0,120.0,5,TweetyNet,0.9464631331594366,47.39473684210526,0.2242518977115029,0.8383683620160538,5.353686684056336,3
0,120.0,6,TweetyNet,0.9610606745669716,26.94736842105263,0.1301013544986122,0.4972591122494534,3.893932543302836,3
0,120.0,7,TweetyNet,0.9603457199899774,37.92105263157895,0.1326567248294228,0.6880561925312199,3.965428001002258,3
0,120.0,8,TweetyNet,0.9489615590948808,41.76315789473684,0.1755480766296386,0.7319433323545931,5.103844090511922,3
0,120.0,9,TweetyNet,0.960222746196546,31.68421052631579,0.1498771215740003,0.5990993348815578,3.9777253803453982,3
0,180.0,1,TweetyNet,0.9608241633365028,32.36842105263158,0.1345750532652202,0.6161346812914928,3.917583666349722,4
0,180.0,10,TweetyNet,0.9662935357344778,24.34210526315789,0.1157055403056897,0.428383370530515,3.370646426552215,4
0,180.0,2,TweetyNet,0.9667489905106392,25.86842105263158,0.1127702436949077,0.4575542439287721,3.325100948936077,4
0,180.0,3,TweetyNet,0.9587679411235608,36.28947368421053,0.1528956639139276,0.6484154486356919,4.1232058876439215,4
0,180.0,4,TweetyNet,0.960943021272358,32.8421052631579,0.1399515302557694,0.5771492704890238,3.905697872764202,4
0,180.0,5,TweetyNet,0.9582348873740748,31.894736842105264,0.1591736642937911,0.5579640071912879,4.17651126259252,4
0,180.0,6,TweetyNet,0.9613537035490336,37.31578947368421,0.1375054058275724,0.6923825519032488,3.86462964509664,4
0,180.0,7,TweetyNet,0.9664107874820108,24.76315789473684,0.118321418762207,0.4489268376532839,3.3589212517989187,4
0,180.0,8,TweetyNet,0.9623991313733552,32.26315789473684,0.1418708625592683,0.5917191098955048,3.76008686266448,4
0,180.0,9,TweetyNet,0.9667149593955592,24.26315789473684,0.1192840776945415,0.4514661239813729,3.328504060444082,4
0,30.0,1,TweetyNet,0.9552251916182668,38.13157894736842,0.1598999751241583,0.6718796681976468,4.47748083817332,0
0,30.0,10,TweetyNet,0.9341587267423932,64.10526315789474,0.2391341610958701,1.10086460745527,6.58412732576068,0
0,30.0,2,TweetyNet,0.9502763246235094,51.92105263157895,0.1745437069943076,0.8918109475163547,4.972367537649058,0
0,30.0,3,TweetyNet,0.9417198582699424,52.86842105263158,0.2113151048359118,0.9196818533441524,5.828014173005758,0
0,30.0,4,TweetyNet,0.9538444719816508,47.47368421052632,0.1627245200307745,0.8368125039119929,4.615552801834921,0
