cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,day,train_set_dur_ind
min_segment_dur,0.9840675176764689,6.351851851851852,0.5750541345219277,0.13650592933928327,600,6,TweetyNet,1.593248232353106,gr41rd51,2012-06-20,0
min_segment_dur_majority_vote,0.9839980174171886,1.3518518518518519,0.5706858672975389,0.030582977970722288,600,6,TweetyNet,1.600198258281138,gr41rd51,2012-06-20,0
none,0.9840155649775268,7.722222222222222,0.5649191477367269,0.16987443955410347,600,6,TweetyNet,1.5984435022473154,gr41rd51,2012-06-20,0
majority_vote,0.9841369024405469,2.3703703703703702,0.6065668706593935,0.06112833044507089,600,7,TweetyNet,1.5863097559453143,gr41rd51,2012-06-20,0
min_segment_dur,0.9848413888386239,5.462962962962963,0.6145217347483961,0.11869083615124448,600,7,TweetyNet,1.5158611161376068,gr41rd51,2012-06-20,0
min_segment_dur_majority_vote,0.9844714930244818,1.1666666666666667,0.6233307316130184,0.027188550451468663,600,7,TweetyNet,1.552850697551822,gr41rd51,2012-06-20,0
none,0.9844990149129003,6.796296296296297,0.5925587036191003,0.15538528931488405,600,7,TweetyNet,1.550098508709974,gr41rd51,2012-06-20,0
majority_vote,0.9855435571537039,2.5185185185185186,0.6374571298264016,0.061021751057730965,600,8,TweetyNet,1.4456442846296103,gr41rd51,2012-06-20,0
min_segment_dur,0.9862971825379729,3.962962962962963,0.6776930427939439,0.08732779810891157,600,8,TweetyNet,1.3702817462027062,gr41rd51,2012-06-20,0
min_segment_dur_majority_vote,0.9858785953417922,0.9814814814814815,0.65529382885771,0.023287897668040083,600,8,TweetyNet,1.412140465820777,gr41rd51,2012-06-20,0
none,0.985962144349885,5.611111111111111,0.6533197952619092,0.12727788363104414,600,8,TweetyNet,1.403785565011495,gr41rd51,2012-06-20,0
majority_vote,0.985013388902295,2.462962962962963,0.6552620892683151,0.05958990844089781,600,9,TweetyNet,1.498661109770505,gr41rd51,2012-06-20,0
min_segment_dur,0.9849772934614736,5.666666666666667,0.6179482148765566,0.12753061355381407,600,9,TweetyNet,1.5022706538526442,gr41rd51,2012-06-20,0
min_segment_dur_majority_vote,0.9851590942539455,1.0,0.6738512273771912,0.023492395482265754,600,9,TweetyNet,1.4840905746054456,gr41rd51,2012-06-20,0
none,0.9848314180979122,7.314814814814815,0.6012668050288924,0.1679316588825196,600,9,TweetyNet,1.5168581902087808,gr41rd51,2012-06-20,0
majority_vote,0.9862429755964347,1.8148148148148149,0.6870289191992541,0.045234760249847836,600,10,TweetyNet,1.3757024403565299,gr41rd51,2012-06-20,0
min_segment_dur,0.9857316621017288,4.444444444444445,0.6564466025368993,0.09409435553367018,600,10,TweetyNet,1.42683378982712,gr41rd51,2012-06-20,0
min_segment_dur_majority_vote,0.9863485555824405,0.9259259259259259,0.6945441229213907,0.02181918170709087,600,10,TweetyNet,1.36514444175595,gr41rd51,2012-06-20,0
none,0.9856274082135804,5.425925925925926,0.646433118488586,0.12000389741470936,600,10,TweetyNet,1.4372591786419586,gr41rd51,2012-06-20,0
majority_vote,0.9813005175960313,2.8763440860215055,0.6177405188054644,0.054978750545200794,600,1,TweetyNet,1.8699482403968681,gr41rd51,2012-06-22,0
min_segment_dur,0.980642694285995,6.666666666666667,0.598832148503779,0.12408159852333941,600,1,TweetyNet,1.9357305714004958,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9815247923880723,1.4623655913978495,0.6323541898839783,0.02747147910747417,600,1,TweetyNet,1.8475207611927669,gr41rd51,2012-06-22,0
none,0.9804184441658351,8.279569892473118,0.5855963362046963,0.15527497484037908,600,1,TweetyNet,1.9581555834164877,gr41rd51,2012-06-22,0
majority_vote,0.9817095865690264,2.6989247311827955,0.6293748758166328,0.0512003838734702,600,2,TweetyNet,1.8290413430973596,gr41rd51,2012-06-22,0
min_segment_dur,0.9819162500987675,6.080645161290323,0.6228682877442481,0.11357944296296703,600,2,TweetyNet,1.8083749901232515,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.98195013479431,1.3064516129032258,0.644458659595925,0.02439027576148678,600,2,TweetyNet,1.8049865205689963,gr41rd51,2012-06-22,0
none,0.9816739950975826,7.661290322580645,0.6085369256321052,0.14382552859017797,600,2,TweetyNet,1.8326004902417425,gr41rd51,2012-06-22,0
majority_vote,0.9822995500529242,2.6451612903225805,0.657037436650641,0.051048188779762256,600,3,TweetyNet,1.7700449947075758,gr41rd51,2012-06-22,0
min_segment_dur,0.9821291965743458,4.876344086021505,0.6451632511084001,0.09323226786458289,600,3,TweetyNet,1.787080342565417,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9825870090856572,1.1451612903225807,0.6741952011284187,0.021882321217704885,600,3,TweetyNet,1.7412990914342785,gr41rd51,2012-06-22,0
none,0.981841737541613,6.473118279569892,0.6289557199367088,0.12417302107363579,600,3,TweetyNet,1.8158262458387031,gr41rd51,2012-06-22,0
majority_vote,0.9843644626928436,1.424731182795699,0.6842644145619042,0.027024907523179726,600,4,TweetyNet,1.5635537307156389,gr41rd51,2012-06-22,0
min_segment_dur,0.9843983882046383,4.408602150537634,0.6801548856921257,0.08243682578602199,600,4,TweetyNet,1.560161179536168,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9844357247002227,1.010752688172043,0.6911369687161122,0.019001882375653582,600,4,TweetyNet,1.556427529977733,gr41rd51,2012-06-22,0
none,0.9843228999854475,4.908602150537634,0.6733107199626438,0.09204020101213754,600,4,TweetyNet,1.567710001455247,gr41rd51,2012-06-22,0
majority_vote,0.979774624454914,2.8763440860215055,0.5758623136700488,0.055097643230566345,600,5,TweetyNet,2.0225375545085966,gr41rd51,2012-06-22,0
min_segment_dur,0.9809092838684617,5.924731182795699,0.6165129681457386,0.11246646453841833,600,5,TweetyNet,1.9090716131538343,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9800253237161923,1.5,0.5872147173290236,0.02858409637689128,600,5,TweetyNet,1.9974676283807669,gr41rd51,2012-06-22,0
none,0.980657213710944,7.419354838709677,0.603521723547971,0.1412118555026301,600,5,TweetyNet,1.9342786289055947,gr41rd51,2012-06-22,0
majority_vote,0.9836906010982868,1.8494623655913978,0.6418218039505805,0.035232880795364435,600,6,TweetyNet,1.6309398901713235,gr41rd51,2012-06-22,0
min_segment_dur,0.9840652740112346,4.978494623655914,0.6682867968833074,0.09252099511964361,600,6,TweetyNet,1.5934725988765441,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9837650242959801,1.1666666666666667,0.6489625627774089,0.022070732505834544,600,6,TweetyNet,1.6234975704019883,gr41rd51,2012-06-22,0
none,0.9839940953098874,5.82258064516129,0.659444543988528,0.10853341293059653,600,6,TweetyNet,1.600590469011265,gr41rd51,2012-06-22,0
majority_vote,0.9841389308892806,1.6290322580645162,0.6830217899657955,0.03121841681457714,600,7,TweetyNet,1.5861069110719384,gr41rd51,2012-06-22,0
min_segment_dur,0.9843062167414789,4.295698924731183,0.6840924409558888,0.08077777669830569,600,7,TweetyNet,1.569378325852111,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9842297524615105,1.053763440860215,0.6898560456652116,0.020178359536180003,600,7,TweetyNet,1.5770247538489546,gr41rd51,2012-06-22,0
none,0.9842145672751803,4.983870967741935,0.6776005598273883,0.09406659085952168,600,7,TweetyNet,1.5785432724819692,gr41rd51,2012-06-22,0
majority_vote,0.9824913910554479,2.5698924731182795,0.6345097849114374,0.04888036209240562,600,8,TweetyNet,1.7508608944552084,gr41rd51,2012-06-22,0
min_segment_dur,0.9831768421510507,5.704301075268817,0.6543605651639721,0.10610555746391312,600,8,TweetyNet,1.6823157848949277,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9827213489262313,1.2258064516129032,0.6497137202721579,0.022996818061975476,600,8,TweetyNet,1.7278651073768692,gr41rd51,2012-06-22,0
none,0.9829498318373326,7.096774193548387,0.6376414572706258,0.13289541768642205,600,8,TweetyNet,1.7050168162667356,gr41rd51,2012-06-22,0
majority_vote,0.9833952175670353,2.4086021505376345,0.6502635815309445,0.04638417935649644,600,9,TweetyNet,1.6604782432964704,gr41rd51,2012-06-22,0
min_segment_dur,0.983176254267158,5.053763440860215,0.6334848514170343,0.0941584382870717,600,9,TweetyNet,1.6823745732841955,gr41rd51,2012-06-22,0
min_segment_dur_majority_vote,0.9835969090446903,1.064516129032258,0.6656630534593628,0.020277209639555923,600,9,TweetyNet,1.6403090955309674,gr41rd51,2012-06-22,0
none,0.9829700892972023,6.521505376344086,0.6196775190014886,0.12276927971833931,600,9,TweetyNet,1.702991070279769,gr41rd51,2012-06-22,0
majority_vote,0.9842527605357174,1.6612903225806452,0.6815057745850727,0.03191333860586562,600,10,TweetyNet,1.574723946428258,gr41rd51,2012-06-22,0
