,120s,180s,30s,45s,480s,600s,75s
0,0.008645161290322589,0.018559139784946242,0.023870967741935478,0.009763440860215045,0.004086021505376347,0.0,0.03206451612903226
1,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0735294117647059,0.02941176470588236,0.05882352941176472,0.05882352941176472,0.04411764705882354,0.04411764705882354,0.02941176470588236
4,1.0,0.8,0.9,0.9,0.8,0.5,0.9
5,0.22242990654205608,0.280373831775701,0.25420560747663556,0.27476635514018694,0.25420560747663556,0.22242990654205608,0.22242990654205608
6,0.005454545454545457,0.0,0.04030303030303032,0.046363636363636364,0.014090909090909098,0.0046969696969696995,0.010757575757575766
7,0.0,0.0,0.035576923076923075,0.0,0.0,0.0,0.0
8,0.04745762711864406,0.0,0.04745762711864406,0.05254237288135592,0.0,0.0,0.0
9,0.0,0.0,0.013008130081300816,0.030487804878048787,0.014634146341463417,0.0,0.013008130081300816
10,0.07060810810810811,0.05945945945945945,0.18614864864864863,0.15979729729729727,0.0,0.027702702702702697,0.08310810810810809
11,0.0,0.0,0.010130718954248363,0.0,0.0,0.0,0.0
12,0.15555555555555556,0.16741192411924116,0.36409214092140924,0.31653116531165304,0.09092140921409211,0.09437669376693764,0.27743902439024387
13,0.0,0.0,0.2,0.2,0.0,0.0,0.0
14,0.01995798319327735,0.01995798319327735,0.01995798319327735,0.01995798319327735,0.01995798319327735,,0.01995798319327735
15,0.0112464183381089,0.006088825214899729,0.015902578796561605,0.016905444126074497,0.0012177650429799458,,0.010243553008595996
