,120s,180s,30s,45s,480s,600s,75s
0,0.06810752688172045,0.06647311827956989,0.13819354838709677,0.10258064516129031,0.039806451612903214,0.039225806451612874,0.09505376344086021
1,,,,,,,
2,0.0,0.00444444444444444,0.011111111111111127,0.0022222222222222253,0.0,0.0,0.00888888888888889
3,0.08202614379084969,0.06601307189542484,0.08071895424836602,0.10392156862745097,0.04019607843137255,0.060130718954248374,0.09705882352941178
4,0.8600000000000001,0.6266666666666667,0.9533333333333334,0.78,0.3533333333333333,0.7233333333333334,0.6399999999999999
5,0.305607476635514,0.23644859813084115,0.3757009345794393,0.37009345794392534,0.32336448598130846,0.2757009345794393,0.3168224299065421
6,0.05666666666666666,0.05045454545454546,0.12575757575757576,0.10075757575757575,0.03651515151515152,0.03833333333333333,0.0706060606060606
7,0.027884615384615397,0.030769230769230792,0.058653846153846154,0.05961538461538461,0.022115384615384613,0.02307692307692307,0.03173076923076924
8,0.04406779661016946,0.05254237288135592,0.09830508474576272,0.1101694915254237,0.015254237288135575,0.008474576271186418,0.045762711864406766
9,0.03617886178861788,0.0434959349593496,0.09634146341463413,0.10081300813008132,0.04186991869918699,0.041463414634146364,0.0451219512195122
10,0.22094594594594597,0.17668918918918922,0.3172297297297298,0.29121621621621624,0.09797297297297296,0.08885135135135135,0.22229729729729727
11,0.048692810457516354,0.03921568627450981,0.1323529411764706,0.09967320261437908,0.027124183006535962,0.027450980392156876,0.10130718954248366
12,0.2161924119241192,0.23373983739837398,0.412330623306233,0.3703252032520325,0.16890243902439023,0.13990514905149057,0.35420054200542006
13,0.2378378378378378,0.1567567567567567,0.5864864864864865,0.46486486486486484,0.040540540540540515,0.10270270270270268,0.34864864864864864
14,0.048949579831932766,0.05199579831932773,0.05168067226890756,0.05451680672268907,0.0411764705882353,,0.052415966386554616
15,0.030587392550143266,0.03581661891117479,0.06862464183381087,0.0530085959885387,0.023137535816618905,,0.043911174785100295
