cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,train_set_dur_ind
majority_vote,0.9588888221242553,26.696581196581196,0.5191892540424812,0.09076080015842795,190,1,TweetyNet,4.11111778757447,llb16,2
min_segment_dur,0.9572706358186948,60.8974358974359,0.4975756191864263,0.2193372473612881,190,1,TweetyNet,4.272936418130524,llb16,2
min_segment_dur_majority_vote,0.9589238575610192,26.05982905982906,0.5202559490219354,0.0880111112787781,190,1,TweetyNet,4.107614243898084,llb16,2
none,0.957235600381931,61.81196581196581,0.4965976087319434,0.22291479936556732,190,1,TweetyNet,4.276439961806899,llb16,2
majority_vote,0.9604742674343919,23.858974358974358,0.5180530624797554,0.07842886273081656,190,2,TweetyNet,3.9525732565608096,llb16,2
min_segment_dur,0.9592174577466326,56.166666666666664,0.4962981697324967,0.197510931002172,190,2,TweetyNet,4.0782542253367415,llb16,2
min_segment_dur_majority_vote,0.9604817665249717,23.371794871794872,0.519100564323704,0.07640803862986612,190,2,TweetyNet,3.9518233475028253,llb16,2
none,0.9592099586560525,57.256410256410255,0.49534430745630825,0.20127289993338002,190,2,TweetyNet,4.079004134394748,llb16,2
majority_vote,0.9511874480410845,27.11965811965812,0.4636604339879195,0.0897247589737779,190,3,TweetyNet,4.881255195891554,llb16,2
min_segment_dur,0.9485006625033203,74.6923076923077,0.4275191505240673,0.26863210746659055,190,3,TweetyNet,5.149933749667968,llb16,2
min_segment_dur_majority_vote,0.9511855850303356,26.978632478632477,0.46417511742194656,0.08890191454519837,190,3,TweetyNet,4.881441496966444,llb16,2
none,0.9485025255140691,75.14102564102564,0.42703335753262994,0.2702715722496414,190,3,TweetyNet,5.149747448593089,llb16,2
majority_vote,0.9487780751943805,32.717948717948715,0.45485426521719535,0.10740986389655825,190,4,TweetyNet,5.122192480561949,llb16,2
min_segment_dur,0.9471856753187387,71.26495726495726,0.4354706718793202,0.24287705131477202,190,4,TweetyNet,5.281432468126135,llb16,2
min_segment_dur_majority_vote,0.94877996614509,32.55555555555556,0.4551464121332447,0.10665999990482249,190,4,TweetyNet,5.122003385491003,llb16,2
none,0.947183784368029,71.72649572649573,0.4351747840031107,0.24466775622626344,190,4,TweetyNet,5.281621563197103,llb16,2
majority_vote,0.957051637846045,28.863247863247864,0.5095930559953532,0.09020114594161957,190,5,TweetyNet,4.294836215395503,llb16,2
min_segment_dur,0.9544810954665445,74.46153846153847,0.4739560976985007,0.24174380305554347,190,5,TweetyNet,4.551890453345553,llb16,2
