cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,train_set_dur_ind
majority_vote,0.9332315224979015,4.388888888888889,0.7026770168326676,0.06557256860349318,75,1,TweetyNet,6.676847750209847,bl26lb16,2
min_segment_dur,0.9367197805813073,4.833333333333333,0.7251982788200955,0.08682105393151772,75,1,TweetyNet,6.328021941869267,bl26lb16,2
min_segment_dur_majority_vote,0.9340396822757485,1.7222222222222223,0.7358330719485373,0.04579242944927028,75,1,TweetyNet,6.596031772425148,bl26lb16,2
none,0.9359116208034602,7.611111111111111,0.6922334224935275,0.10733702825866186,75,1,TweetyNet,6.408837919653976,bl26lb16,2
majority_vote,0.9313219461641356,8.0,0.6549357632616334,0.11293548049548623,75,2,TweetyNet,6.867805383586445,bl26lb16,2
min_segment_dur,0.9309019777720918,6.277777777777778,0.632967026539452,0.08683141227461164,75,2,TweetyNet,6.909802222790818,bl26lb16,2
min_segment_dur_majority_vote,0.93094816115724,3.8333333333333335,0.6480271196194489,0.07245640754297207,75,2,TweetyNet,6.905183884276001,bl26lb16,2
none,0.9312715879474942,10.61111111111111,0.6398000387295562,0.12920007768711905,75,2,TweetyNet,6.872841205250579,bl26lb16,2
majority_vote,0.9723498558713091,8.222222222222221,0.7056135822324333,0.2784923279448606,75,3,TweetyNet,2.7650144128690934,bl26lb16,2
min_segment_dur,0.9763952399482115,5.111111111111111,0.6952678676726142,0.08551011236799663,75,3,TweetyNet,2.3604760051788465,bl26lb16,2
min_segment_dur_majority_vote,0.9767400920291691,1.9444444444444444,0.7186978257460163,0.04955475977362121,75,3,TweetyNet,2.3259907970830884,bl26lb16,2
none,0.9720027999918845,11.833333333333334,0.6826731110759311,0.3364087441669664,75,3,TweetyNet,2.7997200008115453,bl26lb16,2
majority_vote,0.9307068413911607,7.166666666666667,0.6821108410516936,0.09551504813277029,75,4,TweetyNet,6.929315860883934,bl26lb16,2
min_segment_dur,0.9316858322322461,7.222222222222222,0.7075974632174749,0.122134028070805,75,4,TweetyNet,6.83141677677539,bl26lb16,2
min_segment_dur_majority_vote,0.9315374139493005,2.611111111111111,0.7241376435222624,0.04938444048268036,75,4,TweetyNet,6.846258605069955,bl26lb16,2
none,0.9308552596741063,12.055555555555555,0.6674214960236479,0.1754425401210215,75,4,TweetyNet,6.914474032589368,bl26lb16,2
majority_vote,0.979303338792777,6.388888888888889,0.656190531002501,0.07831024948713469,75,5,TweetyNet,2.069666120722302,bl26lb16,2
min_segment_dur,0.9789686007097244,8.944444444444445,0.6514515152851728,0.11070029385109123,75,5,TweetyNet,2.1031399290275643,bl26lb16,2
min_segment_dur_majority_vote,0.9796629865723548,2.888888888888889,0.669887482801014,0.042107228821339694,75,5,TweetyNet,2.0337013427645156,bl26lb16,2
none,0.9786245901724708,12.777777777777779,0.6384854868233056,0.1519099145818808,75,5,TweetyNet,2.137540982752917,bl26lb16,2
majority_vote,0.9674119723912216,9.61111111111111,0.7150430712064053,0.30887827663636275,75,6,TweetyNet,3.2588027608778436,bl26lb16,2
min_segment_dur,0.9725568112381049,7.055555555555555,0.7221668305426794,0.2174511001788664,75,6,TweetyNet,2.744318876189511,bl26lb16,2
min_segment_dur_majority_vote,0.9725997016949596,2.0,0.7336183064345757,0.06440203660612848,75,6,TweetyNet,2.7400298305040427,bl26lb16,2
none,0.9673632578903837,15.222222222222221,0.703557480250586,0.48091397318944445,75,6,TweetyNet,3.2636742109616312,bl26lb16,2
majority_vote,0.9739574868512721,8.722222222222221,0.7148369770060902,0.2092011373736352,75,7,TweetyNet,2.6042513148727853,bl26lb16,2
min_segment_dur,0.9759752474320985,8.555555555555555,0.7107642988440708,0.10172435222111124,75,7,TweetyNet,2.4024752567901486,bl26lb16,2
min_segment_dur_majority_vote,0.9761209632051193,2.888888888888889,0.7284285931263264,0.0516265977169535,75,7,TweetyNet,2.387903679488068,bl26lb16,2
none,0.9738243930379369,14.722222222222221,0.6974907689509021,0.27228809079435895,75,7,TweetyNet,2.6175606962063114,bl26lb16,2
majority_vote,0.9671332858126939,14.666666666666666,0.7300567683667976,0.6130642407190553,75,8,TweetyNet,3.2866714187306134,bl26lb16,2
min_segment_dur,0.975382076555953,8.0,0.7300169735186406,0.16449289566742892,75,8,TweetyNet,2.4617923444047007,bl26lb16,2
min_segment_dur_majority_vote,0.9763534275299259,2.3333333333333335,0.7650350219723213,0.05180249013890851,75,8,TweetyNet,2.3646572470074068,bl26lb16,2
none,0.9661597310402539,22.22222222222222,0.6968857947400822,0.8185712103473048,75,8,TweetyNet,3.3840268959746123,bl26lb16,2
majority_vote,0.9503382840083687,13.055555555555555,0.66495042817932,0.40713939703028346,75,9,TweetyNet,4.966171599163127,bl26lb16,2
min_segment_dur,0.9551926891005055,13.61111111111111,0.6549335715766547,0.37785239154779005,75,9,TweetyNet,4.480731089949453,bl26lb16,2
min_segment_dur_majority_vote,0.954555498192295,6.0,0.6665319844129554,0.17448875211184312,75,9,TweetyNet,4.5444501807704984,bl26lb16,2
none,0.9509754749165796,21.22222222222222,0.6532061280733654,0.6275624726026228,75,9,TweetyNet,4.902452508342037,bl26lb16,2
majority_vote,0.9401513800507758,10.5,0.712505008142336,0.3265021845262053,75,10,TweetyNet,5.984861994922419,bl26lb16,2
min_segment_dur,0.9441824523302981,12.222222222222221,0.7067439070578692,0.48047976941754733,75,10,TweetyNet,5.581754766970192,bl26lb16,2
