,120s,180s,30s,45s,480s,600s,75s
0,0.0036654209090516993,0.006022718771753376,0.012535705047145164,0.012361562691082718,0.0023957027856573985,0.0016110527018648139,0.006695908812118811
1,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.021310848156160942,0.021310848156160942,0.021310848156160942,0.030847319063827983,0.013951224971331088,0.02278225497769069,0.0300518582928113
4,0.09486832980505139,0.15811388300841897,0.0,0.14491376746189438,0.14491376746189438,0.12649110640673517,0.14491376746189438
5,0.04604736536172346,0.04604736536172346,0.06661132591104846,0.06400334081593995,0.05064006423979091,0.04805229049757215,0.0396552529481668
6,0.007820882784561084,0.005174636171184622,0.020391260123882808,0.013855230105833075,0.0,0.00644269077814619,0.013403397181859986
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.04502225821256676,0.04502225821256676,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.019301453404078555,0.0,0.013883170215373374,0.0
10,0.03821900196276649,0.03541162649078908,0.04924894740303383,0.029105273833755815,0.02145842124250055,0.02957268101443121,0.04849638333415999
11,0.0,0.009610843869139189,0.017522252928398995,0.022853630697803717,0.0,0.0,0.01720860544900206
12,0.026237983941671914,0.027991944891030192,0.07040670812519585,0.07669616390960626,0.02107476276021497,0.009977538098918748,0.04467757285720341
13,0.1264911064067352,0.09486832980505139,0.15491933384829665,0.15491933384829668,0.0,0.0,0.14491376746189438
14,0.0,0.003986064277523163,0.0,0.0035874578497708484,0.0,,0.0
15,0.002707035126971991,0.0027310964571145282,0.003565939704708878,0.0040027535452330345,0.0019254555953747343,,0.0034931763152540383
