,animal_id,train_set_dur,replicate_num,segmentation,avg_segment_error_rate
0,llb3,600,1,not-cleaned,0.2556568336736637
1,llb3,600,1,semi-automated-cleaning,0.2350082721651028
2,llb3,600,1,manually-cleaned,0.022532221898226124
3,llb3,600,2,not-cleaned,0.24729895780633776
4,llb3,600,2,semi-automated-cleaning,0.22526932883035308
5,llb3,600,2,manually-cleaned,0.02438427297422036
6,llb3,600,3,not-cleaned,0.26142629421261476
7,llb3,600,3,semi-automated-cleaning,0.2395767337373296
8,llb3,600,3,manually-cleaned,0.027143512821811325
9,llb3,600,4,not-cleaned,0.2617840169372598
10,llb3,600,4,semi-automated-cleaning,0.24021177731529245
11,llb3,600,4,manually-cleaned,0.029138426546233883
12,llb3,600,5,not-cleaned,0.2686877611218908
13,llb3,600,5,semi-automated-cleaning,0.2470914219083488
14,llb3,600,5,manually-cleaned,0.023378665187184237
15,llb3,600,6,not-cleaned,0.25322138128151517
16,llb3,600,6,semi-automated-cleaning,0.23298672924314573
17,llb3,600,6,manually-cleaned,0.027167629288561743
18,llb3,600,7,not-cleaned,0.2443963187110454
19,llb3,600,7,semi-automated-cleaning,0.22437195808515623
20,llb3,600,7,manually-cleaned,0.026834186185579263
21,llb3,420,1,not-cleaned,0.2802212394494139
22,llb3,420,1,semi-automated-cleaning,0.2593059965902201
23,llb3,420,1,manually-cleaned,0.028682532751489062
24,llb3,420,2,not-cleaned,0.25302716063387004
25,llb3,420,2,semi-automated-cleaning,0.23215911408191278
26,llb3,420,2,manually-cleaned,0.03021698535469179
27,llb3,420,3,not-cleaned,0.27272525357179267
28,llb3,420,3,semi-automated-cleaning,0.251936722492263
29,llb3,420,3,manually-cleaned,0.03168066163219898
30,llb3,420,4,not-cleaned,0.25186958614030447
31,llb3,420,4,semi-automated-cleaning,0.2294423864282367
32,llb3,420,4,manually-cleaned,0.032691937747875405
33,llb3,420,5,not-cleaned,0.2592123683712893
34,llb3,420,5,semi-automated-cleaning,0.2385114054130233
35,llb3,420,5,manually-cleaned,0.029358899231251397
36,llb3,420,6,not-cleaned,0.2601222284074929
37,llb3,420,6,semi-automated-cleaning,0.23972821348523013
38,llb3,420,6,manually-cleaned,0.034398221536115374
39,llb3,420,7,not-cleaned,0.2669155100004994
40,llb3,420,7,semi-automated-cleaning,0.24651402154673646
41,llb3,420,7,manually-cleaned,0.02806895610448718
42,llb3,180,1,not-cleaned,0.30225761222020764
43,llb3,180,1,semi-automated-cleaning,0.27996664918722775
