Unnamed: 0,animal_id,train_set_dur,replicate_num,segmentation,avg_segment_error_rate
75,llb16,190,5,not-cleaned,0.1740472005877355
76,llb16,190,5,semi-automated-cleaning,0.1377696344729274
77,llb16,190,5,manually-cleaned,0.0831232502812167
78,llb16,190,6,not-cleaned,0.1773923417546906
79,llb16,190,6,semi-automated-cleaning,0.141306633836159
80,llb16,190,6,manually-cleaned,0.085753618421356
81,llb16,190,7,not-cleaned,0.1916254037882307
82,llb16,190,7,semi-automated-cleaning,0.1544413305713847
83,llb16,190,7,manually-cleaned,0.0990249060670655
84,llb16,540,1,not-cleaned,0.1648522419694675
85,llb16,540,1,semi-automated-cleaning,0.1278547413237282
86,llb16,540,1,manually-cleaned,0.0668476603468858
87,llb16,540,2,not-cleaned,0.170657590482895
88,llb16,540,2,semi-automated-cleaning,0.1349369503129847
89,llb16,540,2,manually-cleaned,0.0684306274120438
90,llb16,540,3,not-cleaned,0.1729340661158733
91,llb16,540,3,semi-automated-cleaning,0.134985750214459
92,llb16,540,3,manually-cleaned,0.0718411792649814
93,llb16,540,4,not-cleaned,0.1551472421418844
94,llb16,540,4,semi-automated-cleaning,0.1221358146758588
95,llb16,540,4,manually-cleaned,0.0642714583276416
96,llb16,540,5,not-cleaned,0.1586345374666656
97,llb16,540,5,semi-automated-cleaning,0.1246747926344784
98,llb16,540,5,manually-cleaned,0.0633829378235276
99,llb16,540,6,not-cleaned,0.159514336950466
100,llb16,540,6,semi-automated-cleaning,0.1256520431422437
101,llb16,540,6,manually-cleaned,0.0685885009543939
102,llb16,540,7,not-cleaned,0.1630202907439169
103,llb16,540,7,semi-automated-cleaning,0.1260204459747167
104,llb16,540,7,manually-cleaned,0.0655055621802209
105,llb16,360,1,not-cleaned,0.1635658377730005
106,llb16,360,1,semi-automated-cleaning,0.1283901722951927
107,llb16,360,1,manually-cleaned,0.0711834052520654
108,llb16,360,2,not-cleaned,0.1643038931262066
109,llb16,360,2,semi-automated-cleaning,0.1313265289178904
110,llb16,360,2,manually-cleaned,0.07094457151299
111,llb16,360,3,not-cleaned,0.165440087666619
112,llb16,360,3,semi-automated-cleaning,0.1289304545797949
113,llb16,360,3,manually-cleaned,0.0701878894018507
114,llb16,360,4,not-cleaned,0.1659894106909152
115,llb16,360,4,semi-automated-cleaning,0.1304611837442554
116,llb16,360,4,manually-cleaned,0.072324172068239
117,llb16,360,5,not-cleaned,0.1634393190560898
118,llb16,360,5,semi-automated-cleaning,0.1300020239521391
119,llb16,360,5,manually-cleaned,0.0748915386837376
120,llb16,360,6,not-cleaned,0.1635280325871185
121,llb16,360,6,semi-automated-cleaning,0.1296338321627042
122,llb16,360,6,manually-cleaned,0.0774571572937591
123,llb16,360,7,not-cleaned,0.1721319571591955
124,llb16,360,7,semi-automated-cleaning,0.1362993579667692
125,llb16,360,7,manually-cleaned,0.0795791327203996
126,llb16,480,1,not-cleaned,0.1674796420837479
127,llb16,480,1,semi-automated-cleaning,0.1343030181135296
128,llb16,480,1,manually-cleaned,0.0733758566751005
129,llb16,480,2,not-cleaned,0.1832396337083145
130,llb16,480,2,semi-automated-cleaning,0.1508175484486161
131,llb16,480,2,manually-cleaned,0.0996598353487568
132,llb16,480,3,not-cleaned,0.1567695280528655
133,llb16,480,3,semi-automated-cleaning,0.1227384794245321
134,llb16,480,3,manually-cleaned,0.0643707216998232
135,llb16,480,4,not-cleaned,0.1647482964306225
136,llb16,480,4,semi-automated-cleaning,0.1305199113180972
137,llb16,480,4,manually-cleaned,0.0728011908846342
138,llb16,480,5,not-cleaned,0.1721193431204817
139,llb16,480,5,semi-automated-cleaning,0.1378594742342147
140,llb16,480,5,manually-cleaned,0.0815354171956455
141,llb16,480,6,not-cleaned,0.2014915610733011
142,llb16,480,6,semi-automated-cleaning,0.1667140416708281
143,llb16,480,6,manually-cleaned,0.1130791827329781
144,llb16,480,7,not-cleaned,0.1559667997088866
145,llb16,480,7,semi-automated-cleaning,0.1231022946155298
146,llb16,480,7,manually-cleaned,0.0655884870612661
147,llb16,300,1,not-cleaned,0.1812667106361619
148,llb16,300,1,semi-automated-cleaning,0.1454989905185154
149,llb16,300,1,manually-cleaned,0.089931965281986
150,llb16,300,2,not-cleaned,0.1533378584272817
151,llb16,300,2,semi-automated-cleaning,0.1186457028008971
152,llb16,300,2,manually-cleaned,0.0632739520973725
153,llb16,300,3,not-cleaned,0.1932602734364911
154,llb16,300,3,semi-automated-cleaning,0.154280024947475
155,llb16,300,3,manually-cleaned,0.1028519479459372
156,llb16,300,4,not-cleaned,0.1649521006547795
157,llb16,300,4,semi-automated-cleaning,0.128202477431291
158,llb16,300,4,manually-cleaned,0.0691366869169994
159,llb16,300,5,not-cleaned,0.1656386131155056
160,llb16,300,5,semi-automated-cleaning,0.1281166202702919
161,llb16,300,5,manually-cleaned,0.0653835127352997
162,llb16,300,6,not-cleaned,0.1645387228114624
163,llb16,300,6,semi-automated-cleaning,0.1281927362960561
164,llb16,300,6,manually-cleaned,0.0706758457142914
165,llb16,300,7,not-cleaned,0.1705607232602125
166,llb16,300,7,semi-automated-cleaning,0.1336842694870368
167,llb16,300,7,manually-cleaned,0.0753467623477653
168,llb16,660,1,not-cleaned,0.1457576093298251
169,llb16,660,1,semi-automated-cleaning,0.1119247977479307
170,llb16,660,1,manually-cleaned,0.0537138638777895
171,llb16,660,2,not-cleaned,0.1536407429962938
172,llb16,660,2,semi-automated-cleaning,0.1202337956414408
173,llb16,660,2,manually-cleaned,0.0619078861671629
174,llb16,660,3,not-cleaned,0.1639925971883046
175,llb16,660,3,semi-automated-cleaning,0.1294313692866532
176,llb16,660,3,manually-cleaned,0.0726675900269239
177,llb16,660,4,not-cleaned,0.1528556260274836
178,llb16,660,4,semi-automated-cleaning,0.1197726078672117
179,llb16,660,4,manually-cleaned,0.0578003862144648
180,llb16,660,5,not-cleaned,0.1625596777660304
181,llb16,660,5,semi-automated-cleaning,0.1252844910959149
182,llb16,660,5,manually-cleaned,0.0649212706793777
183,llb16,660,6,not-cleaned,0.1548529597127537
184,llb16,660,6,semi-automated-cleaning,0.1219025654830435
185,llb16,660,6,manually-cleaned,0.0642399577148943
186,llb16,660,7,not-cleaned,0.1488326959634853
187,llb16,660,7,semi-automated-cleaning,0.1145777615855132
188,llb16,660,7,manually-cleaned,0.0537844845608794
0,llb3,600,1,not-cleaned,0.2506108001834499
1,llb3,600,1,semi-automated-cleaning,0.2338440156771364
2,llb3,600,1,manually-cleaned,0.0221023810524517
3,llb3,600,2,not-cleaned,0.2509019488429363
4,llb3,600,2,semi-automated-cleaning,0.2318885218412847
5,llb3,600,2,manually-cleaned,0.0254085144354905
6,llb3,600,3,not-cleaned,0.2542075358852986
7,llb3,600,3,semi-automated-cleaning,0.2353510772353673
8,llb3,600,3,manually-cleaned,0.0256980866959207
9,llb3,600,4,not-cleaned,0.2550530319001343
10,llb3,600,4,semi-automated-cleaning,0.2375473829452413
11,llb3,600,4,manually-cleaned,0.0284769553491869
12,llb3,600,5,not-cleaned,0.266737822565337
13,llb3,600,5,semi-automated-cleaning,0.2486824943135019
14,llb3,600,5,manually-cleaned,0.0216768777416754
15,llb3,600,6,not-cleaned,0.2517473094248336
16,llb3,600,6,semi-automated-cleaning,0.2350246412720728
17,llb3,600,6,manually-cleaned,0.0271444686134859
18,llb3,600,7,not-cleaned,0.2445972837312616
19,llb3,600,7,semi-automated-cleaning,0.2274257334641118
20,llb3,600,7,manually-cleaned,0.0270981696808522
21,llb3,420,1,not-cleaned,0.2801039495716984
22,llb3,420,1,semi-automated-cleaning,0.2620064258842912
23,llb3,420,1,manually-cleaned,0.0286400814475327
24,llb3,420,2,not-cleaned,0.2509838011406263
25,llb3,420,2,semi-automated-cleaning,0.2341149846663608
26,llb3,420,2,manually-cleaned,0.0296705939471567
27,llb3,420,3,not-cleaned,0.272630945552616
28,llb3,420,3,semi-automated-cleaning,0.2552559562299905
29,llb3,420,3,manually-cleaned,0.0317558381128947
30,llb3,420,4,not-cleaned,0.2430010465355645
31,llb3,420,4,semi-automated-cleaning,0.2246374347632023
32,llb3,420,4,manually-cleaned,0.029927467047273
33,llb3,420,5,not-cleaned,0.2627104294757667
34,llb3,420,5,semi-automated-cleaning,0.2442647231482431
35,llb3,420,5,manually-cleaned,0.0323027689067902
36,llb3,420,6,not-cleaned,0.2533564697383164
37,llb3,420,6,semi-automated-cleaning,0.2358692877865182
38,llb3,420,6,manually-cleaned,0.0361638271602052
39,llb3,420,7,not-cleaned,0.2676075531287951
40,llb3,420,7,semi-automated-cleaning,0.2502651576954171
41,llb3,420,7,manually-cleaned,0.0273393911955489
42,llb3,180,1,not-cleaned,0.3007826750282927
43,llb3,180,1,semi-automated-cleaning,0.281406492650044
44,llb3,180,1,manually-cleaned,0.0510520215143986
45,llb3,180,2,not-cleaned,0.3073710771904619
46,llb3,180,2,semi-automated-cleaning,0.2881208891558404
47,llb3,180,2,manually-cleaned,0.0465074083698977
48,llb3,180,3,not-cleaned,0.2658104830550726
49,llb3,180,3,semi-automated-cleaning,0.2472333977021739
50,llb3,180,3,manually-cleaned,0.0395281623575145
51,llb3,180,4,not-cleaned,0.293064325458866
52,llb3,180,4,semi-automated-cleaning,0.2730553239843203
53,llb3,180,4,manually-cleaned,0.048382177887255
54,llb3,180,5,not-cleaned,0.2702611784503517
55,llb3,180,5,semi-automated-cleaning,0.2528073531276815
56,llb3,180,5,manually-cleaned,0.0600996991005035
57,llb3,180,6,not-cleaned,0.3030209171425984
58,llb3,180,6,semi-automated-cleaning,0.282973036536466
59,llb3,180,6,manually-cleaned,0.0381119532436377
60,llb3,180,7,not-cleaned,0.2790262427443938
61,llb3,180,7,semi-automated-cleaning,0.2594465921716677
62,llb3,180,7,manually-cleaned,0.0496961555252219
63,llb3,240,1,not-cleaned,0.2653622407283317
64,llb3,240,1,semi-automated-cleaning,0.2483422059890118
65,llb3,240,1,manually-cleaned,0.0409577519243405
66,llb3,240,2,not-cleaned,0.2901351730380266
67,llb3,240,2,semi-automated-cleaning,0.2702387415591695
68,llb3,240,2,manually-cleaned,0.0444834730848526
69,llb3,240,3,not-cleaned,0.3078613810589055
70,llb3,240,3,semi-automated-cleaning,0.2869663828168857
71,llb3,240,3,manually-cleaned,0.0784071400468338
72,llb3,240,4,not-cleaned,0.2586095539742874
73,llb3,240,4,semi-automated-cleaning,0.2406583917412038
74,llb3,240,4,manually-cleaned,0.0333140036813827
75,llb3,240,5,not-cleaned,0.2836292253791286
76,llb3,240,5,semi-automated-cleaning,0.2653696062959835
77,llb3,240,5,manually-cleaned,0.0340411047161814
78,llb3,240,6,not-cleaned,0.2526733807248927
79,llb3,240,6,semi-automated-cleaning,0.2349709200469099
80,llb3,240,6,manually-cleaned,0.0388656647879892
81,llb3,240,7,not-cleaned,0.2684768248966268
82,llb3,240,7,semi-automated-cleaning,0.2511871256565957
83,llb3,240,7,manually-cleaned,0.031045540060002
84,llb3,120,1,not-cleaned,0.2869564448927011
85,llb3,120,1,semi-automated-cleaning,0.2661731877030373
86,llb3,120,1,manually-cleaned,0.081657000018262
87,llb3,120,2,not-cleaned,0.3097884545408783
88,llb3,120,2,semi-automated-cleaning,0.28776018531194
