bird,train_set_dur,replicate_num,model_name,avg_acc,avg_levenshtein,avg_loss,avg_segment_error_rate,avg_error,train_set_dur_ind
0,120.0,1,TweetyNet,0.9703222575940584,14.63157894736842,0.0932383411809017,0.2577286838154177,2.9677742405941565,3
0,120.0,10,TweetyNet,0.9741985923365544,11.763157894736842,0.0806749870902613,0.2302218513798185,2.580140766344563,3
0,120.0,2,TweetyNet,0.9739130923622532,12.526315789473683,0.0816737287922909,0.2487234982305351,2.6086907637746792,3
0,120.0,3,TweetyNet,0.9703639181036698,15.157894736842104,0.0942285876525075,0.2943255586469723,2.9636081896330158,3
0,120.0,4,TweetyNet,0.9698478297183388,13.947368421052632,0.096844986865395,0.2822442825136624,3.0152170281661173,3
0,120.0,5,TweetyNet,0.9651776363975124,14.973684210526317,0.1118735137738679,0.2775350985981351,3.4822363602487583,3
0,120.0,6,TweetyNet,0.9731552726344058,12.289473684210526,0.085044126761587,0.2438790762668599,2.684472736559418,3
0,120.0,7,TweetyNet,0.9727418799149362,13.210526315789474,0.083840947402151,0.2821674706782283,2.7258120085063786,3
0,120.0,8,TweetyNet,0.9696178436279296,16.763157894736842,0.0961120693307173,0.3331259259763571,3.0382156372070424,3
0,120.0,9,TweetyNet,0.9731277666593852,14.0,0.0827585772464149,0.2746604778058791,2.6872233340614837,3
0,180.0,1,TweetyNet,0.9749414544356496,11.552631578947368,0.079375474076522,0.2220073290643467,2.5058545564350387,4
0,180.0,10,TweetyNet,0.9735308195415296,12.052631578947368,0.0802563428878784,0.2305480790400917,2.6469180458470354,4
0,180.0,2,TweetyNet,0.9730564920525802,11.421052631578949,0.0850880647960462,0.2375241696556413,2.6943507947419842,4
0,180.0,3,TweetyNet,0.9686730033472964,13.447368421052632,0.1037310048153525,0.2673190180802698,3.1326996652703554,4
0,180.0,4,TweetyNet,0.9751902128520764,12.078947368421051,0.0767760904211747,0.2365356189221706,2.480978714792359,4
0,180.0,5,TweetyNet,0.9715868297376132,13.526315789473683,0.0882363570363898,0.2462569182472842,2.8413170262386767,4
0,180.0,6,TweetyNet,0.9688957615902548,16.92105263157895,0.0988362902089169,0.3074704229197101,3.110423840974519,4
0,180.0,7,TweetyNet,0.9756946563720704,14.447368421052632,0.0727351715690211,0.2871640788444767,2.4305343627929576,4
0,180.0,8,TweetyNet,0.9706575494063528,14.421052631578949,0.0922467018428601,0.2846791759955849,2.934245059364715,4
0,180.0,9,TweetyNet,0.9694862365722656,15.289473684210526,0.0945587911103901,0.2960046020849765,3.0513763427734375,4
0,30.0,1,TweetyNet,0.9582256517912212,20.76315789473684,0.1316078336615311,0.3976829354816957,4.177434820877879,0
0,30.0,10,TweetyNet,0.9512657366300884,23.63157894736842,0.1736969320397628,0.449346899609894,4.873426336991161,0
0,30.0,2,TweetyNet,0.9583139921489516,26.44736842105263,0.1521930945547003,0.4529406461166218,4.168600785104837,0
0,30.0,3,TweetyNet,0.94793018541838,30.05263157894737,0.1686050264458907,0.512494880480148,5.206981458161996,0
