cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,train_set_dur_ind,hyperparam_expt,hyperparam_val,species
min_segment_dur_majority_vote,0.978067736185958,0.7368421052631579,0.7589183441940963,1.3778656010291201,180,7,TweetyNet,2.1932263814041897,Bird4,4,hidden_size,16,Bengalese Finch
none,0.9767865136527988,7.263157894736842,0.7013700738146227,11.15742652989347,180,7,TweetyNet,2.321348634720133,Bird4,4,hidden_size,16,Bengalese Finch
majority_vote,0.9784182800951348,1.763157894736842,0.7927752831701224,2.9146016902745897,180,8,TweetyNet,2.158171990486524,Bird4,4,hidden_size,16,Bengalese Finch
min_segment_dur,0.9776363599742236,4.842105263157895,0.755561950610921,7.499343109423299,180,8,TweetyNet,2.236364002577651,Bird4,4,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9786967653228164,0.5526315789473685,0.8054891632666953,1.07510108282085,180,8,TweetyNet,2.1303234677183647,Bird4,4,hidden_size,16,Bengalese Finch
none,0.977357874746542,6.105263157894737,0.7444475745613003,9.48504254728639,180,8,TweetyNet,2.264212525345799,Bird4,4,hidden_size,16,Bengalese Finch
majority_vote,0.9787491605164096,1.868421052631579,0.7926302807693294,3.1804994338615797,180,9,TweetyNet,2.12508394835903,Bird4,4,hidden_size,16,Bengalese Finch
min_segment_dur,0.9773579089226552,5.5,0.7372043846795332,9.13054262969171,180,9,TweetyNet,2.264209107734472,Bird4,4,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9791506512355374,0.5263157894736842,0.8077563748735529,0.9358988483521,180,9,TweetyNet,2.084934876446265,Bird4,4,hidden_size,16,Bengalese Finch
none,0.976956418203528,6.894736842105263,0.7240571842692217,11.521342045610549,180,9,TweetyNet,2.3043581796472146,Bird4,4,hidden_size,16,Bengalese Finch
majority_vote,0.9776092018053564,1.2894736842105263,0.7627738895822729,2.10434216356418,180,10,TweetyNet,2.2390798194643624,Bird4,4,hidden_size,16,Bengalese Finch
min_segment_dur,0.9762504117292508,7.368421052631579,0.7113055623887422,12.04564588809338,180,10,TweetyNet,2.3749588270749133,Bird4,4,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9777090312764042,0.631578947368421,0.7694433851522313,1.24225371614095,180,10,TweetyNet,2.2290968723595816,Bird4,4,hidden_size,16,Bengalese Finch
none,0.9761505822582028,8.026315789473685,0.7056753731421354,12.907734335516599,180,10,TweetyNet,2.3849417741797163,Bird4,4,hidden_size,16,Bengalese Finch
majority_vote,0.9714037564430608,1.973684210526316,0.6368999387418509,3.2190911747908397,45,1,TweetyNet,2.859624355693935,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9679255509980144,12.105263157894736,0.5606991493907101,18.90936149612857,45,1,TweetyNet,3.207444900198575,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9715648077966677,1.3421052631578947,0.6431835872944064,2.28824249679088,45,1,TweetyNet,2.843519220333235,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9677644996444074,12.86842105263158,0.5560632688722911,20.12045395627467,45,1,TweetyNet,3.223550035559264,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.974027343407329,2.289473684210526,0.6750703010858947,3.87096238113507,45,2,TweetyNet,2.5972656592671006,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9712444547090354,12.894736842105264,0.5956721921842764,20.02750126884487,45,2,TweetyNet,2.875554529096458,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9744962774731012,1.105263157894737,0.6893106144088526,1.9942590500376,45,2,TweetyNet,2.550372252689892,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9707808102491874,14.18421052631579,0.5861805307795288,22.04981432449942,45,2,TweetyNet,2.9219189750812613,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9733861177361224,2.3684210526315788,0.6674398609698112,3.9450901863262002,45,3,TweetyNet,2.661388226387751,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9714792822559644,9.63157894736842,0.614560506058346,15.324782941803761,45,3,TweetyNet,2.852071774403564,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9737548918113358,1.0789473684210529,0.6827867154857712,1.99356032906008,45,3,TweetyNet,2.624510818866421,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9711105081807514,11.078947368421051,0.6025028355137426,17.53544446973646,45,3,TweetyNet,2.8889491819248603,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9709470356553817,2.1842105263157894,0.638632696782012,3.87717487767367,45,4,TweetyNet,2.905296434461846,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9692193069405352,7.473684210526316,0.598129367328935,12.06727536044872,45,4,TweetyNet,3.0780693059464737,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9712202396116764,1.5,0.6475366277134719,2.85979552669792,45,4,TweetyNet,2.8779760388323528,Bird4,1,hidden_size,16,Bengalese Finch
none,0.968956475782614,8.368421052631579,0.5914763093267285,13.594268962754311,45,4,TweetyNet,3.1043524217385987,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9748578957607462,1.763157894736842,0.7108564520404419,2.8570047936042,45,5,TweetyNet,2.514210423925378,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9729116911329564,8.710526315789474,0.6595613575485344,13.85067074439576,45,5,TweetyNet,2.708830886704361,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9750706930899454,0.8947368421052632,0.7192623265284966,1.56966178848926,45,5,TweetyNet,2.492930691005457,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9727041834096816,9.842105263157896,0.6523456638292735,15.63553333313345,45,5,TweetyNet,2.729581659031844,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9710635500231806,3.526315789473684,0.6576550191186304,6.0598166373715605,45,6,TweetyNet,2.8936449976819434,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.968415050968718,11.552631578947368,0.5920060097944374,18.05575928882088,45,6,TweetyNet,3.158494903128206,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9719267475404608,1.368421052631579,0.6789015553849299,2.5937976829664198,45,6,TweetyNet,2.8073252459539177,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9675341684429508,14.0,0.5753474115553026,22.07463616437914,45,6,TweetyNet,3.2465831557049074,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9745336153294528,1.631578947368421,0.725441601322036,2.6854265428076602,45,7,TweetyNet,2.546638467054707,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9721148135312332,8.894736842105264,0.6545870279696668,13.754236307003751,45,7,TweetyNet,2.78851864687667,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9748485954297416,0.8157894736842105,0.7363956438934739,1.3973180544648098,45,7,TweetyNet,2.515140457025844,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9717998334309448,9.86842105263158,0.6460623004349135,15.27248180853556,45,7,TweetyNet,2.8200166569055107,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9760076576506642,2.473684210526316,0.7116547076407326,4.07543537307158,45,8,TweetyNet,2.3992342349335782,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9736430150771844,10.5,0.6437527228349251,15.95990038840783,45,8,TweetyNet,2.6356984922815574,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9762285036732008,0.7894736842105263,0.721330400225227,1.32128569182907,45,8,TweetyNet,2.37714963267992,Bird4,1,hidden_size,16,Bengalese Finch
none,0.973432019621548,12.263157894736842,0.6357625741968321,18.84304903765859,45,8,TweetyNet,2.656798037845187,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9727293905864532,2.921052631578948,0.6609892736677515,4.8043241382390205,45,9,TweetyNet,2.727060941354676,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.970549412304466,11.31578947368421,0.5991166580900368,16.96089260607751,45,9,TweetyNet,2.9450587695534103,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9733273429507444,1.131578947368421,0.6793976451353504,1.9778849123486102,45,9,TweetyNet,2.667265704925559,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9699477701211232,13.236842105263158,0.5847911862071427,20.011527678225,45,9,TweetyNet,3.00522298788769,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9718843647565496,3.131578947368421,0.6332166286923774,5.3250209314109,45,10,TweetyNet,2.811563524345051,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur,0.9698853190529922,10.763157894736842,0.5797194233966487,17.18490168176896,45,10,TweetyNet,3.0114680947007755,Bird4,1,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9726774785421182,1.236842105263158,0.6543511335197523,2.33844052381683,45,10,TweetyNet,2.732252145788183,Bird4,1,hidden_size,16,Bengalese Finch
none,0.9690974948733484,12.947368421052632,0.563896572670618,20.78482092193196,45,10,TweetyNet,3.090250512665172,Bird4,1,hidden_size,16,Bengalese Finch
majority_vote,0.9796446167177,2.3714285714285714,0.8203791007638386,4.17481609731254,75,1,TweetyNet,2.035538328230002,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9778910347903488,9.628571428571428,0.7524276641630393,15.41683416016053,75,1,TweetyNet,2.210896520965133,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9802924905601968,0.5428571428571428,0.8476505099398313,1.06194714242696,75,1,TweetyNet,1.970750943980326,Bird7,2,hidden_size,16,Bengalese Finch
none,0.9772498852191092,11.657142857142857,0.7316363943889659,18.95916750949532,75,1,TweetyNet,2.275011478089084,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.981400587860466,2.0,0.850624174560876,3.41956214528632,75,2,TweetyNet,1.8599412139534088,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9772644627458156,12.228571428571428,0.7174119614864358,20.05233977260914,75,2,TweetyNet,2.2735537254184317,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9817140628803864,0.2285714285714285,0.8687389518791746,0.39609892880116,75,2,TweetyNet,1.828593711961346,Bird7,2,hidden_size,16,Bengalese Finch
none,0.9769509877258944,14.17142857142857,0.7048759578175476,23.43379172057701,75,2,TweetyNet,2.3049012274105607,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9818309851068364,1.8857142857142857,0.8622213714829664,3.35222138625663,75,3,TweetyNet,1.8169014893163693,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9781284559295534,10.17142857142857,0.7415707000489374,16.442311485916132,75,3,TweetyNet,2.187154407044656,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9821440115949992,0.3428571428571428,0.8799808225271092,0.6273742369690299,75,3,TweetyNet,1.785598840500091,Bird7,2,hidden_size,16,Bengalese Finch
none,0.97781542944139,11.82857142857143,0.7292179200620544,19.45133682260773,75,3,TweetyNet,2.218457055860989,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9796491616057298,2.3142857142857145,0.7916092972286147,3.97054889300427,75,4,TweetyNet,2.035083839427021,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9765295960083068,12.514285714285714,0.6995310418847209,19.04353070274805,75,4,TweetyNet,2.347040399169309,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.980175595151648,0.6285714285714286,0.8121418038544664,1.04462952426402,75,4,TweetyNet,1.9824404848351904,Bird7,2,hidden_size,16,Bengalese Finch
none,0.9760170007390622,14.314285714285717,0.6842334617903983,22.17501863771259,75,4,TweetyNet,2.398299926093783,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9804083205626274,2.2857142857142856,0.8104941857785596,3.7941985475008098,75,5,TweetyNet,1.959167943737261,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.977574503210704,11.285714285714286,0.7118756488425338,17.52811487273292,75,5,TweetyNet,2.242549678929606,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.981122071983103,0.3714285714285714,0.8455436333310463,0.63733949919516,75,5,TweetyNet,1.8877928016897028,Bird7,2,hidden_size,16,Bengalese Finch
none,0.976860751790229,13.514285714285714,0.6889187235943248,21.22667530456473,75,5,TweetyNet,2.313924820977098,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9793636149553112,4.771428571428571,0.7781589657757539,7.673790507163771,75,6,TweetyNet,2.063638504468868,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9783445662506696,9.82857142857143,0.7503859495012183,16.21437331479777,75,6,TweetyNet,2.1655433749330437,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9805030796419316,0.6,0.8298787736924655,1.07088581802758,75,6,TweetyNet,1.949692035806838,Bird7,2,hidden_size,16,Bengalese Finch
none,0.977215695516492,14.457142857142856,0.7084512362624046,23.600804934519708,75,6,TweetyNet,2.27843044835081,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9800207260663704,2.685714285714285,0.8332649018097938,4.50297223861494,75,7,TweetyNet,1.997927393362964,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9772047216344,10.2,0.750848327698406,16.2823117544088,75,7,TweetyNet,2.2795278365600136,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9805369757363724,0.4571428571428571,0.860963117320318,0.70535489569188,75,7,TweetyNet,1.946302426362756,Bird7,2,hidden_size,16,Bengalese Finch
none,0.9766919613914344,12.6,0.7300924318338902,20.39116657525205,75,7,TweetyNet,2.3308038608565678,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9794375993765468,3.142857142857143,0.7718132412180816,5.58114254502885,75,8,TweetyNet,2.056240062345316,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9766984035904772,13.057142857142855,0.6996917791385773,20.87565480581749,75,8,TweetyNet,2.330159640952268,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.979953321055036,0.8571428571428571,0.7971857862050514,1.46802178967884,75,8,TweetyNet,2.0046678944963925,Bird7,2,hidden_size,16,Bengalese Finch
none,0.9761759576407314,15.6,0.6810121202605818,25.49188968124898,75,8,TweetyNet,2.3824042359268605,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9807856863141718,2.685714285714285,0.8347200740364648,4.39973744508389,75,9,TweetyNet,1.9214313685828155,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.977935033242486,10.514285714285714,0.741551986674033,16.17096651894423,75,9,TweetyNet,2.2064966757513904,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.981504766004194,0.2571428571428571,0.8704383624542565,0.50239069986969,75,9,TweetyNet,1.8495233995806104,Bird7,2,hidden_size,16,Bengalese Finch
none,0.977209229281207,13.028571428571428,0.7153251556184429,20.26672596257112,75,9,TweetyNet,2.2790770718792985,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9801800685167612,3.057142857142857,0.8156912797128533,4.943409888606521,75,10,TweetyNet,1.9819931483238795,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur,0.9774348949972936,11.685714285714283,0.7267582096934386,18.74741595468723,75,10,TweetyNet,2.2565105002706365,Bird7,2,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9808621432557754,0.5428571428571428,0.8488651980334053,0.9556258214336301,75,10,TweetyNet,1.9137856744224635,Bird7,2,hidden_size,16,Bengalese Finch
none,0.9767528202582796,14.428571428571429,0.7017496808999492,23.197500081599802,75,10,TweetyNet,2.3247179741720303,Bird7,2,hidden_size,16,Bengalese Finch
majority_vote,0.9816953427464158,2.342857142857143,0.8546395155826326,4.04436576103133,120,1,TweetyNet,1.830465725358421,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.9793325928060308,8.657142857142857,0.7678182615371525,14.28939548444283,120,1,TweetyNet,2.066740719396931,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.982347943529007,0.3142857142857143,0.8894540399206498,0.64235602976523,120,1,TweetyNet,1.7652056470992994,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9786799920234392,10.857142857142858,0.7432682341941694,18.048548072851787,120,1,TweetyNet,2.132000797656075,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.981137225252146,2.0285714285714285,0.8368276309484851,3.48917071163627,120,2,TweetyNet,1.8862774747854028,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.97908552623956,8.142857142857142,0.759475477671351,12.71815208633223,120,2,TweetyNet,2.0914473760439867,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9814599315841918,0.4571428571428571,0.8550314781106967,0.80032528111704,120,2,TweetyNet,1.854006841580824,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9787628199075146,9.857142857142858,0.7451990749644111,15.65846012139988,120,2,TweetyNet,2.123718009248543,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9812679045704776,1.8285714285714283,0.8240184308952632,3.2568654880231396,120,3,TweetyNet,1.873209542952248,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.9791855955343294,9.17142857142857,0.738177105940514,14.82616699513153,120,3,TweetyNet,2.081440446567062,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9814554419333602,0.5142857142857142,0.8367723482243269,1.01708868597651,120,3,TweetyNet,1.8544558066639796,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9789980581714466,10.542857142857144,0.728367025795106,17.224673955908308,120,3,TweetyNet,2.1001941828553417,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9821888292450952,1.9142857142857144,0.8501941271784437,3.2809040979011703,120,4,TweetyNet,1.7811170754904793,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.979487365312845,8.257142857142858,0.7467537894154577,12.60655686827511,120,4,TweetyNet,2.051263468715503,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9825787279953848,0.3428571428571428,0.8748363210325193,0.63123477473246,120,4,TweetyNet,1.7421272004615296,Bird7,3,hidden_size,16,Bengalese Finch
none,0.979105282573654,10.142857142857142,0.7287858860636,15.769539841631369,120,4,TweetyNet,2.089471742634608,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9805353509162884,2.2285714285714286,0.836266286753208,3.91134379456855,120,5,TweetyNet,1.9464649083711705,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.9779346651169863,8.971428571428572,0.7540753430271849,14.96571823943819,120,5,TweetyNet,2.2065334883013654,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9809589123080954,0.6,0.858196905036827,1.02837982724073,120,5,TweetyNet,1.90410876919046,Bird7,3,hidden_size,16,Bengalese Finch
none,0.977491217276272,11.17142857142857,0.7359100259754764,19.05129625761851,120,5,TweetyNet,2.2508782723728027,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.981774724142565,2.2285714285714286,0.8527740588658101,3.85392343028087,120,6,TweetyNet,1.8225275857435053,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.9805279650804758,6.6,0.8043896697605823,10.57375810355585,120,6,TweetyNet,1.9472034919524208,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9822770087336652,0.3428571428571428,0.878325925194955,0.53131634101255,120,6,TweetyNet,1.7722991266334809,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9800256804893748,8.628571428571428,0.7826288846387652,14.293190589649571,120,6,TweetyNet,1.9974319510625336,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9822403569841618,2.4285714285714284,0.8457856419127281,4.11028932045136,120,7,TweetyNet,1.7759643015838211,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.980500900860374,6.942857142857143,0.7835001733715992,11.25036070224752,120,7,TweetyNet,1.9499099139625888,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9828629333926864,0.3428571428571428,0.8777879401161773,0.58563092902434,120,7,TweetyNet,1.7137066607313622,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9798783244518496,9.057142857142855,0.7577633193773584,14.80944250159193,120,7,TweetyNet,2.0121675548150253,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9814974863056752,2.4,0.8323025170785594,4.11140136676549,120,8,TweetyNet,1.8502513694324647,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.9791652947131626,8.057142857142857,0.757392182570901,13.30102681239072,120,8,TweetyNet,2.08347052868374,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9819511743085944,0.4285714285714285,0.8556646013999939,0.7592764758391001,120,8,TweetyNet,1.8048825691405648,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9787081172832076,10.257142857142858,0.7396852014987624,17.08271287204689,120,8,TweetyNet,2.12918827167925,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9822976046123834,2.2,0.8629312812361117,3.7482790900863,120,9,TweetyNet,1.7702395387616645,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.980131309130088,8.428571428571429,0.7850766225824216,13.11831890261142,120,9,TweetyNet,1.9868690869912051,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9828021034689892,0.3428571428571428,0.8909032860180706,0.6720070812207599,120,9,TweetyNet,1.719789653101067,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9796268102734824,10.342857142857143,0.763030496874864,16.35332107020712,120,9,TweetyNet,2.037318972651758,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9824684777012808,1.7428571428571429,0.8661875134509471,3.0431323448621,120,10,TweetyNet,1.7531522298719238,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur,0.9800129582789084,8.857142857142858,0.7688873648769542,14.27939155223771,120,10,TweetyNet,1.998704172109156,Bird7,3,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.982880765958566,0.2857142857142857,0.8902911770898742,0.52606076040873,120,10,TweetyNet,1.7119234041434006,Bird7,3,hidden_size,16,Bengalese Finch
none,0.9796006700216237,10.485714285714286,0.7507164475031604,17.22381356404151,120,10,TweetyNet,2.0399329978376457,Bird7,3,hidden_size,16,Bengalese Finch
majority_vote,0.9833413894721632,1.6,0.8546744332759898,2.77095814133045,600,1,TweetyNet,1.6658610527836792,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9818207583959456,6.2,0.7876044064224195,9.85854858877644,600,1,TweetyNet,1.8179241604054488,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9838824526092338,0.2857142857142857,0.8876938264527374,0.55166682057438,600,1,TweetyNet,1.6117547390766207,Bird7,6,hidden_size,16,Bengalese Finch
none,0.9812762058318388,7.6,0.7611951056554513,12.2167287984214,600,1,TweetyNet,1.8723794168161167,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.984404779134771,1.457142857142857,0.879006434396144,2.51526379731717,600,2,TweetyNet,1.559522086522902,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9827282351054606,6.314285714285714,0.8076964688251203,9.74151013735222,600,2,TweetyNet,1.727176489453941,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9850730357184544,0.1714285714285714,0.9184357308119536,0.2608536088428,600,2,TweetyNet,1.4926964281545607,Bird7,6,hidden_size,16,Bengalese Finch
none,0.9820599785217776,7.857142857142857,0.7765872764278874,12.46635318761599,600,2,TweetyNet,1.794002147822238,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.9842474890826,1.4857142857142858,0.9000125027688473,2.61517963348606,600,3,TweetyNet,1.5752510917399931,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9827352144023276,5.057142857142857,0.825235358654007,8.00648365925751,600,3,TweetyNet,1.7264785597672416,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9844893440470716,0.2,0.9178970630291632,0.38982186281105,600,3,TweetyNet,1.5510655952928445,Bird7,6,hidden_size,16,Bengalese Finch
none,0.9824933594378558,6.514285714285714,0.8105183019306438,10.563229662881369,600,3,TweetyNet,1.7506640562144238,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.982958747495949,1.7428571428571429,0.863319640178666,3.1609516522159002,600,4,TweetyNet,1.7041252504050974,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.982346069864311,4.8,0.8316438200299143,7.815437612795249,600,4,TweetyNet,1.7653930135689055,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9833040622530634,0.3142857142857143,0.8844533292881936,0.62953266374092,600,4,TweetyNet,1.6695937746936562,Bird7,6,hidden_size,16,Bengalese Finch
none,0.9820007551071956,6.285714285714286,0.8135390290620513,10.50558676000038,600,4,TweetyNet,1.7999244892804356,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.9841299899275912,1.5142857142857142,0.8813759985437095,2.7298646916400897,600,5,TweetyNet,1.5870010072408849,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9830142666105028,5.2,0.8293484830961632,8.376275393330431,600,5,TweetyNet,1.698573338949727,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9845363051450554,0.2,0.9077371260539208,0.429094714809,600,5,TweetyNet,1.5463694854944587,Bird7,6,hidden_size,16,Bengalese Finch
none,0.982607951393038,6.971428571428572,0.8073689860465774,11.47724644458136,600,5,TweetyNet,1.7392048606961863,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.9839296948285752,1.9142857142857144,0.8657783695622664,3.6042741110436802,600,6,TweetyNet,1.6070305171424826,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9828499498803172,5.085714285714285,0.8158687056798648,7.91993465325689,600,6,TweetyNet,1.7150050119682736,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.9845676236296852,0.2285714285714285,0.9027950941979366,0.40695835250708,600,6,TweetyNet,1.543237637031469,Bird7,6,hidden_size,16,Bengalese Finch
none,0.9822120210792076,6.971428571428572,0.7855522853857607,11.44190217831884,600,6,TweetyNet,1.7787978920792311,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.9832746584949108,1.7428571428571429,0.8646052796299649,3.24922811064077,600,7,TweetyNet,1.6725341505089195,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9824526728690424,5.542857142857143,0.8222081796908957,8.723707283371331,600,7,TweetyNet,1.7547327130957635,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur_majority_vote,0.983771701145776,0.2857142857142857,0.8951025595196935,0.58159117922905,600,7,TweetyNet,1.6228298854224057,Bird7,6,hidden_size,16,Bengalese Finch
none,0.9819556302181774,7.171428571428572,0.7974965181697754,11.733670694840951,600,7,TweetyNet,1.804436978182256,Bird7,6,hidden_size,16,Bengalese Finch
majority_vote,0.9836814996481476,1.6285714285714286,0.8814257737654503,2.7615545897589198,600,8,TweetyNet,1.631850035185245,Bird7,6,hidden_size,16,Bengalese Finch
min_segment_dur,0.9825964800974538,4.342857142857143,0.8272888883539025,6.91928599347155,600,8,TweetyNet,1.7403519902546185,Bird7,6,hidden_size,16,Bengalese Finch
