bird,train_set_dur,replicate_num,model_name,avg_acc,avg_levenshtein,avg_loss,avg_segment_error_rate,avg_error,train_set_dur_ind
0,120.0,1,TweetyNet,0.9626930638363488,22.973684210526315,0.1282102183291786,0.4133269370472863,3.7306936163651216,3
0,120.0,10,TweetyNet,0.969601079037315,15.18421052631579,0.0984456225445396,0.2834090493395609,3.039892096268504,3
0,120.0,2,TweetyNet,0.9686323467053866,17.105263157894736,0.1029173763174759,0.3291299064038187,3.136765329461344,3
0,120.0,3,TweetyNet,0.9746240314684416,12.0,0.0810093691474513,0.2210468508117229,2.5375968531558435,3
0,120.0,4,TweetyNet,0.9629359998201068,18.789473684210527,0.1203470732036389,0.3440614126506026,3.7064000179893197,3
0,120.0,5,TweetyNet,0.9683786693372224,16.473684210526315,0.1052945915021394,0.314363064736228,3.1621330662777614,3
0,120.0,6,TweetyNet,0.9700963873612252,12.473684210526317,0.0954240811498541,0.2408481795326848,2.9903612638774835,3
0,120.0,7,TweetyNet,0.9633641493947882,18.68421052631579,0.1248436225088019,0.3346103633341292,3.6635850605211795,3
0,120.0,8,TweetyNet,0.969945606432463,16.42105263157895,0.0929620956119738,0.3023141263448718,3.005439356753703,3
0,120.0,9,TweetyNet,0.9734818307976972,16.026315789473685,0.0843478064788015,0.3203494392618215,2.6518169202302766,3
0,180.0,1,TweetyNet,0.9704817721718236,14.605263157894736,0.0975143595745689,0.2812025235979385,2.951822782817637,4
0,180.0,10,TweetyNet,0.9683034796463816,15.026315789473683,0.1011415531760767,0.2642415630917415,3.1696520353618363,4
0,180.0,2,TweetyNet,0.9708388479132402,15.657894736842104,0.0930721257862291,0.3114896608713306,2.9161152086759845,4
0,180.0,3,TweetyNet,0.9701964729710628,14.289473684210526,0.1001715220903095,0.271360463353292,2.9803527028937182,4
0,180.0,4,TweetyNet,0.969784184506065,17.81578947368421,0.0962407526217008,0.3142179962643833,3.021581549393504,4
0,180.0,5,TweetyNet,0.959935840807463,22.394736842105264,0.1397119948738499,0.3984520385304441,4.006415919253703,4
0,180.0,6,TweetyNet,0.9650769484670538,18.94736842105263,0.1144283445257889,0.3514677194263276,3.492305153294617,4
0,180.0,7,TweetyNet,0.9720020294189452,17.263157894736842,0.0890276996712935,0.326091861796509,2.79979705810548,4
0,180.0,8,TweetyNet,0.9730701446533204,14.921052631578949,0.0830793694445961,0.2905759014325805,2.6929855346679576,4
0,180.0,9,TweetyNet,0.9728173707660877,14.052631578947368,0.0857053806907252,0.2708823551078152,2.7182629233912348,4
0,30.0,1,TweetyNet,0.9610115854363692,25.44736842105263,0.1269801792345549,0.4646985167041478,3.898841456363078,0
0,30.0,10,TweetyNet,0.9448023344341078,34.94736842105263,0.1748354058516653,0.6623528355339912,5.519766556589223,0
0,30.0,2,TweetyNet,0.957744598388672,26.71052631578948,0.1527185440063476,0.4627234332206371,4.225540161132802,0
0,30.0,3,TweetyNet,0.9340255134984068,47.73684210526316,0.2153233728910747,0.8230840865736649,6.597448650159321,0
0,30.0,4,TweetyNet,0.9590639817087274,24.0,0.1369300139577765,0.4325780685844519,4.093601829127258,0
0,30.0,5,TweetyNet,0.954961575959858,31.05263157894737,0.1535468101501464,0.574834876729035,4.503842404014202,0
0,30.0,6,TweetyNet,0.9615728478682668,19.92105263157895,0.1332871537459524,0.3763868116305524,3.84271521317332,0
0,30.0,7,TweetyNet,0.9591449938322368,24.44736842105263,0.1379611366673519,0.4363543696657796,4.085500616776317,0
0,30.0,8,TweetyNet,0.959456393593236,19.55263157894737,0.1367512627651816,0.3779363411153201,4.054360640676402,0
0,30.0,9,TweetyNet,0.9564916711104544,26.473684210526315,0.1357658285843698,0.5014044179795493,4.350832888954558,0
