,cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,results_dir,toml_path,training_replicate_csv_path,checkpoint_path,spect_scalar_path,min_segment_dur,avg_error,animal_id,train_set_dur_ind,Species,Post-processing
682,min_segment_dur_majority_vote,0.984527666879349,0.2285714285714285,0.8973076492152083,0.44001868457074,480,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_1/StandardizeSpect,0.02,1.5472333120650994,Bird7,10,Bengalese Finches,with
683,none,0.9838907077994692,3.057142857142857,0.8608089406021671,5.54497344307943,480,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_1/StandardizeSpect,0.02,1.6109292200530922,Bird7,10,Bengalese Finches,without
686,min_segment_dur_majority_vote,0.985741763615788,0.1428571428571428,0.9189219795194546,0.23676075311187,480,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_2/StandardizeSpect,0.02,1.4258236384211975,Bird7,10,Bengalese Finches,with
687,none,0.9846636878237756,3.1142857142857143,0.8607699418861711,5.60177752802011,480,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_2/StandardizeSpect,0.02,1.5336312176224445,Bird7,10,Bengalese Finches,without
690,min_segment_dur_majority_vote,0.9849028815980944,0.1714285714285714,0.9133309040405826,0.31085694351000004,480,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_3/StandardizeSpect,0.02,1.509711840190564,Bird7,10,Bengalese Finches,with
691,none,0.9828511901308866,3.8,0.8090036230701224,6.30183405154128,480,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_3/StandardizeSpect,0.02,1.714880986911338,Bird7,10,Bengalese Finches,without
694,min_segment_dur_majority_vote,0.9842872806698738,0.1428571428571428,0.9149020612494272,0.28170242455955996,480,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_4/StandardizeSpect,0.02,1.571271933012619,Bird7,10,Bengalese Finches,with
695,none,0.9831272810284738,4.0285714285714285,0.84630923525729,6.68320278594509,480,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_4/StandardizeSpect,0.02,1.6872718971526202,Bird7,10,Bengalese Finches,without
698,min_segment_dur_majority_vote,0.985165640669472,0.1714285714285714,0.9017695796918238,0.37066108494679,480,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_5/StandardizeSpect,0.02,1.4834359330528013,Bird7,10,Bengalese Finches,with
699,none,0.9829393270036496,3.4,0.7851516637567125,5.63393584184061,480,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_5/StandardizeSpect,0.02,1.706067299635039,Bird7,10,Bengalese Finches,without
702,min_segment_dur_majority_vote,0.9842828737432252,0.1714285714285714,0.904621539364144,0.26996439601481004,480,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_6/StandardizeSpect,0.02,1.5717126256774794,Bird7,10,Bengalese Finches,with
703,none,0.9823385096792338,3.914285714285714,0.8107702358846616,6.514333487544991,480,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_6/StandardizeSpect,0.02,1.7661490320766249,Bird7,10,Bengalese Finches,without
706,min_segment_dur_majority_vote,0.9844105523433524,0.2,0.9014867324894918,0.34934842383907,480,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_7/StandardizeSpect,0.02,1.5589447656647717,Bird7,10,Bengalese Finches,with
707,none,0.9828966068645836,3.942857142857143,0.8204073355511142,6.549717875511759,480,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_7/StandardizeSpect,0.02,1.7103393135416312,Bird7,10,Bengalese Finches,without
710,min_segment_dur_majority_vote,0.9846531354116188,0.2,0.9131213637052472,0.38507362962568,480,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_8/StandardizeSpect,0.02,1.5346864588381304,Bird7,10,Bengalese Finches,with
711,none,0.9833882846798944,3.657142857142857,0.8412586473389914,6.07762704202021,480,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_8/StandardizeSpect,0.02,1.6611715320105749,Bird7,10,Bengalese Finches,without
714,min_segment_dur_majority_vote,0.9851825458866084,0.1142857142857142,0.9138832388188368,0.24768881911739002,480,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_9/StandardizeSpect,0.02,1.4817454113391748,Bird7,10,Bengalese Finches,with
715,none,0.9841899707813728,3.4285714285714284,0.8587825755364867,5.90432847869773,480,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_9/StandardizeSpect,0.02,1.5810029218627064,Bird7,10,Bengalese Finches,without
718,min_segment_dur_majority_vote,0.9841939289663212,0.1714285714285714,0.899394953915052,0.29170580805692,480,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_10/StandardizeSpect,0.02,1.5806071033678817,Bird7,10,Bengalese Finches,with
719,none,0.982563640587105,3.4857142857142858,0.8153549826260491,5.9456876872814295,480,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_480s/replicate_10/StandardizeSpect,0.02,1.7436359412895008,Bird7,10,Bengalese Finches,without
722,min_segment_dur_majority_vote,0.9767601339044752,0.8285714285714286,0.8046707698677423,1.4629599161307298,30,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_1/StandardizeSpect,0.02,2.3239866095524864,Bird7,0,Bengalese Finches,with
723,none,0.9743921088592944,9.6,0.7162441722012385,15.76983553905065,30,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_1/StandardizeSpect,0.02,2.5607891140705497,Bird7,0,Bengalese Finches,without
726,min_segment_dur_majority_vote,0.9796597241204174,0.5428571428571428,0.8529547141533056,0.92590122408016,30,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_2/StandardizeSpect,0.02,2.0340275879582648,Bird7,0,Bengalese Finches,with
727,none,0.9759320178290204,10.657142857142857,0.7272925378501386,17.49743202726381,30,2,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_2/StandardizeSpect,0.02,2.4067982170979607,Bird7,0,Bengalese Finches,without
730,min_segment_dur_majority_vote,0.9779048352362364,0.5428571428571428,0.8273985951270564,0.92277438215821,30,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_3/StandardizeSpect,0.02,2.209516476376372,Bird7,0,Bengalese Finches,with
731,none,0.9749845887210096,8.057142857142857,0.7204733789396573,12.603527859877369,30,3,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_3/StandardizeSpect,0.02,2.501541127899043,Bird7,0,Bengalese Finches,without
734,min_segment_dur_majority_vote,0.9780069430588252,0.8285714285714286,0.7960218694179396,1.41135584611993,30,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_4/StandardizeSpect,0.02,2.1993056941174816,Bird7,0,Bengalese Finches,with
735,none,0.9754131752701358,9.542857142857144,0.7077570449347745,15.13852443274283,30,4,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_4/StandardizeSpect,0.02,2.4586824729864176,Bird7,0,Bengalese Finches,without
738,min_segment_dur_majority_vote,0.9781470356902158,0.6571428571428571,0.8143816296894157,1.05751558164041,30,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_5/StandardizeSpect,0.02,2.185296430978423,Bird7,0,Bengalese Finches,with
739,none,0.975096550242351,8.657142857142857,0.7184288476902422,14.63319426135562,30,5,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_5/StandardizeSpect,0.02,2.490344975764902,Bird7,0,Bengalese Finches,without
742,min_segment_dur_majority_vote,0.9803955408244236,0.5428571428571428,0.8577435218162661,1.07257073326886,30,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_6/StandardizeSpect,0.02,1.960445917557652,Bird7,0,Bengalese Finches,with
743,none,0.9785050019929428,6.714285714285714,0.7762803574947162,11.54284614481479,30,6,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_6/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_6/StandardizeSpect,0.02,2.149499800705712,Bird7,0,Bengalese Finches,without
746,min_segment_dur_majority_vote,0.9772171569047416,0.7142857142857143,0.7968467943024956,1.21635144475734,30,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_7/StandardizeSpect,0.02,2.2782843095258465,Bird7,0,Bengalese Finches,with
747,none,0.974235847591986,9.057142857142855,0.7015408953730815,14.757150887643538,30,7,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_7/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_7/StandardizeSpect,0.02,2.5764152408014,Bird7,0,Bengalese Finches,without
750,min_segment_dur_majority_vote,0.9749609091890676,1.0,0.7613395643466022,1.4454355094040199,30,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_8/StandardizeSpect,0.02,2.5039090810932363,Bird7,0,Bengalese Finches,with
751,none,0.9716960429160356,9.914285714285716,0.676504018434792,15.890071559331108,30,8,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_8/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_8/StandardizeSpect,0.02,2.830395708396438,Bird7,0,Bengalese Finches,without
754,min_segment_dur_majority_vote,0.9733367886538726,1.4285714285714286,0.705499234043625,2.50112198505848,30,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_9/StandardizeSpect,0.02,2.666321134612737,Bird7,0,Bengalese Finches,with
755,none,0.9657980682784169,21.0,0.5293521473620318,33.04232779759515,30,9,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_9/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_9/StandardizeSpect,0.02,3.4201931721583145,Bird7,0,Bengalese Finches,without
758,min_segment_dur_majority_vote,0.9802965238762322,0.3714285714285714,0.85396895700943,0.58922301828805,30,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_10/StandardizeSpect,0.02,1.9703476123767767,Bird7,0,Bengalese Finches,with
759,none,0.9767805470432056,8.885714285714286,0.7209027082426581,14.56755643452171,30,10,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_10/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_30s/replicate_10/StandardizeSpect,0.02,2.3219452956794284,Bird7,0,Bengalese Finches,without
762,min_segment_dur_majority_vote,0.9831437592507,0.2857142857142857,0.8758831848788322,0.49688098993244,180,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_180s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_180s/replicate_1/StandardizeSpect,0.02,1.6856240749299922,Bird7,4,Bengalese Finches,with
763,none,0.9815516444492662,5.8,0.7978666313611694,9.410951461966981,180,1,TweetyNet,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/config_BirdsongRecognition_bird07.toml,data/BirdsongRecognition/Bird7/Wave_prep_210527_213331.csv,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_180s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/Bengalese_Finches/learncurve/Bird7/results_210527_213421/train_dur_180s/replicate_1/StandardizeSpect,0.02,1.8448355550733764,Bird7,4,Bengalese Finches,without
