bird,train_set_dur,replicate_num,model_name,avg_acc,avg_levenshtein,avg_loss,avg_segment_error_rate,avg_error,train_set_dur_ind
0,120.0,1,TweetyNet,0.9669016787880346,18.13157894736842,0.1065235263422915,0.3470092368256631,3.309832121196543,3
0,120.0,10,TweetyNet,0.9750811928196956,13.18421052631579,0.081349912442659,0.2582377888908994,2.491880718030437,3
0,120.0,2,TweetyNet,0.9673771105314556,16.36842105263158,0.0995193468896966,0.3216746341551754,3.2622889468544414,3
0,120.0,3,TweetyNet,0.9684821680972452,15.526315789473683,0.0987957966955084,0.2856590189978502,3.151783190275481,3
0,120.0,4,TweetyNet,0.9719545464766652,13.052631578947368,0.0858415427960847,0.2569743927514963,2.8045453523334762,3
0,120.0,5,TweetyNet,0.9709531884444388,14.394736842105264,0.0897894031123111,0.282403185288485,2.9046811555561214,3
0,120.0,6,TweetyNet,0.9741628546463816,12.473684210526317,0.0823569172307064,0.2509984410629531,2.5837145353618363,3
0,120.0,7,TweetyNet,0.9713923805638364,13.394736842105264,0.0915669516513222,0.2541136118497876,2.8607619436163634,3
0,120.0,8,TweetyNet,0.9658929925215872,17.36842105263158,0.1070487875687448,0.321324045506949,3.4107007478412776,3
0,120.0,9,TweetyNet,0.9694632480019018,13.210526315789474,0.0948560488851446,0.2557309878096691,3.0536751998098244,3
0,180.0,1,TweetyNet,0.9716183511834396,11.105263157894736,0.0906720914338764,0.2148999343387909,2.8381648816560356,4
0,180.0,10,TweetyNet,0.9714036238820928,14.263157894736842,0.0881890685934769,0.2578497328013245,2.859637611790722,4
0,180.0,2,TweetyNet,0.9709252809223377,13.789473684210526,0.0868295431137085,0.2759663943670749,2.9074719077662348,4
0,180.0,3,TweetyNet,0.9736810985364412,13.447368421052632,0.0842008904406898,0.2619587076373843,2.6318901463558753,4
0,180.0,4,TweetyNet,0.9712494298031455,14.263157894736842,0.0882696540732132,0.2706746709233379,2.8750570196854452,4
0,180.0,5,TweetyNet,0.972856320832905,12.447368421052632,0.0822361080270064,0.2544710323645674,2.7143679167095036,4
0,180.0,6,TweetyNet,0.9701202794125204,14.526315789473683,0.0961930626317074,0.2768969661301871,2.9879720587479563,4
0,180.0,7,TweetyNet,0.9710542779219778,15.263157894736842,0.090617393192492,0.2914205031229019,2.894572207802215,4
0,180.0,8,TweetyNet,0.9655887202212684,16.57894736842105,0.1134814463163677,0.314243635785575,3.4411279778731596,4
0,180.0,9,TweetyNet,0.9731678209806744,11.763157894736842,0.0832490419086657,0.217414256524861,2.6832179019325553,4
0,30.0,1,TweetyNet,0.962676399632504,18.31578947368421,0.122737821779753,0.3283047187601808,3.7323600367496046,0
0,30.0,10,TweetyNet,0.9515590667724608,26.84210526315789,0.1753078259919819,0.4892596534002706,4.844093322753917,0
0,30.0,2,TweetyNet,0.960437071950812,22.289473684210527,0.1427524215296695,0.3908474419984692,3.956292804918804,0
0,30.0,3,TweetyNet,0.9461497256630346,30.605263157894736,0.1715955357802541,0.5510943920679274,5.385027433696543,0
0,30.0,4,TweetyNet,0.9626906545538652,20.84210526315789,0.1305934504458779,0.3795376725709559,3.7309345446134845,0
0,30.0,5,TweetyNet,0.9580941451223272,24.026315789473685,0.1430291502099288,0.4429207062809486,4.190585487767285,0
0,30.0,6,TweetyNet,0.961016203227796,17.973684210526315,0.1378453656246787,0.3325634641294359,3.8983796772203982,0
0,30.0,7,TweetyNet,0.9641028956363076,18.18421052631579,0.1236022020641126,0.348028020155209,3.5897104363692423,0
0,30.0,8,TweetyNet,0.9644428052400288,15.342105263157896,0.1228113048955013,0.3026989993209189,3.555719475997121,0
0,30.0,9,TweetyNet,0.9566469694438734,25.31578947368421,0.1520097130223324,0.4739629269441651,4.335303055612661,0
0,45.0,1,TweetyNet,0.9670142123573704,14.210526315789474,0.1062596597169575,0.2686344427333598,3.2985787642629605,1
0,45.0,10,TweetyNet,0.9653556221409848,18.5,0.1069934368133544,0.3624973784771613,3.4644377859015196,1
0,45.0,2,TweetyNet,0.9670136100367496,17.263157894736842,0.1064681379418624,0.3319712060029459,3.298638996325043,1
0,45.0,3,TweetyNet,0.9666420786004316,16.86842105263158,0.1100976969066419,0.3220138869798705,3.335792139956839,1
0,45.0,4,TweetyNet,0.9573724646317332,26.07894736842105,0.1370964301259894,0.4635807183808663,4.26275353682668,1
0,45.0,5,TweetyNet,0.9669729533948396,18.394736842105264,0.1041945909198961,0.3590952169621105,3.3027046605160426,1
0,45.0,6,TweetyNet,0.9679630681088096,17.5,0.1077561503962466,0.3557090373995416,3.203693189119039,1
0,45.0,7,TweetyNet,0.9616016588712992,18.71052631578948,0.1225818960290206,0.3458151537100736,3.8398341128700775,1
0,45.0,8,TweetyNet,0.9569614811947472,22.92105263157895,0.1370712330466822,0.4133879760617968,4.3038518805252775,1
0,45.0,9,TweetyNet,0.964227977551912,21.63157894736842,0.1176519644887823,0.3811014486024673,3.577202244808797,1
0,480.0,1,TweetyNet,0.9598474000629624,18.18421052631579,0.1370600775668495,0.3512156098158038,4.015259993703757,5
0,480.0,10,TweetyNet,0.972477160002056,11.342105263157896,0.0897251242085507,0.2267921418649392,2.7522839997944026,5
0,480.0,2,TweetyNet,0.973305953176398,10.052631578947368,0.0806374612607454,0.2024353678471887,2.669404682360199,5
0,480.0,3,TweetyNet,0.973304547761616,12.578947368421051,0.083218492959675,0.242333104926959,2.6695452238383988,5
0,480.0,4,TweetyNet,0.9700504102204976,13.342105263157896,0.0972194922597784,0.2500066602548176,2.994958977950235,5
