cleanup,avg_acc,avg_levenshtein,avg_pct_boundary_err,avg_segment_error_rate,train_set_dur,replicate_num,model_name,avg_error,animal_id,train_set_dur_ind
majority_vote,0.9635402541184941,19.004273504273506,0.6091283465640139,0.06387508738912424,190,1,TweetyNet,3.645974588150591,llb16,2
min_segment_dur,0.9629534403827927,32.98290598290598,0.5977216453049615,0.11191529479904753,190,1,TweetyNet,3.7046559617207264,llb16,2
min_segment_dur_majority_vote,0.9635737529259112,18.799145299145298,0.6098047854934534,0.06263231429179333,190,1,TweetyNet,3.6426247074088813,llb16,2
none,0.9629199415753759,33.363247863247864,0.5970670569787226,0.11365774384664645,190,1,TweetyNet,3.708005842462414,llb16,2
majority_vote,0.9636009441043712,20.294871794871796,0.5715654232182708,0.06836222375181798,190,2,TweetyNet,3.639905589562875,llb16,2
min_segment_dur,0.9636141253639425,32.23504273504273,0.5726721830627366,0.10586624545992161,190,2,TweetyNet,3.638587463605747,llb16,2
min_segment_dur_majority_vote,0.9636692006914178,19.572649572649574,0.5725208922720953,0.06543657607101752,190,2,TweetyNet,3.6330799308582185,llb16,2
none,0.9635458687768959,33.363247863247864,0.5716874111521479,0.11003377473169794,190,2,TweetyNet,3.6454131223104147,llb16,2
majority_vote,0.9594457154514472,18.82905982905983,0.5470247005690875,0.06418517318539907,190,3,TweetyNet,4.0554284548552815,llb16,2
min_segment_dur,0.9593074234145188,30.67094017094017,0.5480050180464678,0.10279605245722306,190,3,TweetyNet,4.0692576585481195,llb16,2
min_segment_dur_majority_vote,0.9594783060403197,18.594017094017094,0.5476743376112155,0.06297121208801162,190,3,TweetyNet,4.052169395968031,llb16,2
none,0.9592748328256456,31.196581196581196,0.5473352321663143,0.104853359550265,190,3,TweetyNet,4.0725167174354375,llb16,2
majority_vote,0.9542802905876285,25.811965811965813,0.5451758614728507,0.08507470275606817,190,4,TweetyNet,4.571970941237147,llb16,2
min_segment_dur,0.9539167998156629,40.1965811965812,0.5414146105515134,0.13059931984773962,190,4,TweetyNet,4.608320018433709,llb16,2
min_segment_dur_majority_vote,0.9542925729375349,25.76923076923077,0.5454555311214662,0.08450876554538536,190,4,TweetyNet,4.570742706246511,llb16,2
none,0.9539045174657572,40.38034188034188,0.5411163365611693,0.13159882438494477,190,4,TweetyNet,4.609548253424278,llb16,2
majority_vote,0.9607121794902724,21.017094017094017,0.5788583476515474,0.06810562630514552,190,5,TweetyNet,3.9287820509727567,llb16,2
min_segment_dur,0.9604369115129404,34.55128205128205,0.5746304322663209,0.11419985496404673,190,5,TweetyNet,3.9563088487059583,llb16,2
min_segment_dur_majority_vote,0.960719063732824,20.982905982905983,0.5792319840170074,0.06759669929213846,190,5,TweetyNet,3.928093626717599,llb16,2
none,0.9604300272703887,34.74786324786325,0.5742618315666407,0.1151885689146805,190,5,TweetyNet,3.956997272961127,llb16,2
majority_vote,0.9618164506530952,20.427350427350426,0.5506440470180572,0.0704447014676055,190,6,TweetyNet,3.818354934690482,llb16,2
min_segment_dur,0.9614843455826706,34.666666666666664,0.5434174918792901,0.12208656663750939,190,6,TweetyNet,3.8515654417329404,llb16,2
min_segment_dur_majority_vote,0.9618681151428571,20.012820512820515,0.5512715845925171,0.06838759599708187,190,6,TweetyNet,3.8131884857142917,llb16,2
none,0.9614326810929091,35.23931623931624,0.5428166564748601,0.1246972669722402,190,6,TweetyNet,3.8567318907090864,llb16,2
majority_vote,0.9631920823922817,20.91025641025641,0.5792958181054355,0.07216075808193025,190,7,TweetyNet,3.680791760771829,llb16,2
min_segment_dur,0.9627783290776156,32.034188034188034,0.5709153373603756,0.11268926036518091,190,7,TweetyNet,3.7221670922384376,llb16,2
min_segment_dur_majority_vote,0.9632095591612597,20.76068376068376,0.5799919575327424,0.07101941709399708,190,7,TweetyNet,3.679044083874028,llb16,2
none,0.9627608523086372,32.38461538461539,0.5703318893633812,0.11451419727244044,190,7,TweetyNet,3.723914769136283,llb16,2
majority_vote,0.9582231805342677,21.02991452991453,0.5738088492737486,0.07013716204839357,240,1,TweetyNet,4.17768194657323,llb16,3
min_segment_dur,0.957963942884105,35.67094017094017,0.5759993327705939,0.1159011763475138,240,1,TweetyNet,4.203605711589498,llb16,3
min_segment_dur_majority_vote,0.9582445426900819,20.94017094017094,0.5743248211495865,0.06960126662234585,240,1,TweetyNet,4.175545730991814,llb16,3
none,0.9579425807282907,35.93589743589744,0.5754744022030195,0.11700830522385117,240,1,TweetyNet,4.205741927170925,llb16,3
majority_vote,0.9635477131253992,18.897435897435898,0.586601285155328,0.06282402767588113,240,2,TweetyNet,3.645228687460078,llb16,3
min_segment_dur,0.9631390071398576,28.474358974358974,0.5760080701167201,0.09768073299328585,240,2,TweetyNet,3.686099286014244,llb16,3
min_segment_dur_majority_vote,0.963566090711783,18.67094017094017,0.5870478851733227,0.06178980115673106,240,2,TweetyNet,3.6433909288216992,llb16,3
none,0.9631206295534733,28.833333333333332,0.57559779062144,0.09902811085505418,240,2,TweetyNet,3.687937044652667,llb16,3
majority_vote,0.9635350572840742,18.576923076923077,0.5779383591368562,0.06282400871925499,240,3,TweetyNet,3.646494271592582,llb16,3
min_segment_dur,0.9629847225980135,38.00854700854701,0.5674890132638603,0.12979146811445788,240,3,TweetyNet,3.7015277401986513,llb16,3
min_segment_dur_majority_vote,0.9635785960126269,18.05128205128205,0.5786083752156308,0.06044175245835595,240,3,TweetyNet,3.6421403987373147,llb16,3
none,0.9629411838694605,39.06410256410256,0.5667703458159474,0.13386214454105572,240,3,TweetyNet,3.705881613053952,llb16,3
majority_vote,0.9629708163967906,17.77777777777778,0.5404301924409242,0.06244011027634917,240,4,TweetyNet,3.7029183603209392,llb16,3
min_segment_dur,0.9614787836688568,34.29059829059829,0.5183465045058373,0.1215482557875394,240,4,TweetyNet,3.852121633114325,llb16,3
min_segment_dur_majority_vote,0.9629930539596799,17.581196581196583,0.5408536358473046,0.06110432542358003,240,4,TweetyNet,3.7006946040320066,llb16,3
none,0.9614565461059669,34.61965811965812,0.5179418206298794,0.12331246825258654,240,4,TweetyNet,3.854345389403313,llb16,3
majority_vote,0.9648453357532286,16.858974358974358,0.5859543308030442,0.06061996345527357,240,5,TweetyNet,3.5154664246771383,llb16,3
min_segment_dur,0.964468675278499,22.666666666666668,0.5776632837408148,0.08288460652613307,240,5,TweetyNet,3.5531324721501,llb16,3
min_segment_dur_majority_vote,0.9648588584681482,16.833333333333332,0.586277657339613,0.060087904746599044,240,5,TweetyNet,3.514114153185177,llb16,3
none,0.96445515256358,22.803418803418804,0.5773554086695473,0.08371352837342358,240,5,TweetyNet,3.5544847436419946,llb16,3
majority_vote,0.9656145144428495,17.081196581196583,0.5813988990126767,0.058265059356999174,240,6,TweetyNet,3.4385485557150486,llb16,3
min_segment_dur,0.9654005551934322,27.89316239316239,0.5813062038376873,0.09574414430453472,240,6,TweetyNet,3.4599444806567847,llb16,3
min_segment_dur_majority_vote,0.9656292955784775,16.94871794871795,0.5820413724595493,0.05746860396990656,240,6,TweetyNet,3.4370704421522458,llb16,3
none,0.9653857740578042,28.20940170940171,0.5806722107973533,0.09705997500674972,240,6,TweetyNet,3.4614225942195764,llb16,3
majority_vote,0.9669618438356962,15.598290598290598,0.6074291903779363,0.05347496041202691,240,7,TweetyNet,3.3038156164303834,llb16,3
min_segment_dur,0.9664713144349906,24.675213675213676,0.5976182957104186,0.087447799367393,240,7,TweetyNet,3.352868556500943,llb16,3
min_segment_dur_majority_vote,0.966976564261714,15.581196581196581,0.6078004433050058,0.05316864924803624,240,7,TweetyNet,3.3023435738286033,llb16,3
none,0.966456594008972,24.82905982905983,0.5972810796506727,0.0881594100690033,240,7,TweetyNet,3.354340599102801,llb16,3
majority_vote,0.9603787756864728,25.615384615384617,0.5211874961586207,0.08381881719580753,300,1,TweetyNet,3.9621224313527215,llb16,4
min_segment_dur,0.9599127204438965,39.376068376068375,0.5208258106074174,0.12713812409567335,300,1,TweetyNet,4.008727955610347,llb16,4
min_segment_dur_majority_vote,0.9603946170222103,25.474358974358974,0.5215911922086905,0.08281471300676853,300,1,TweetyNet,3.9605382977789705,llb16,4
none,0.9598968791081592,39.70940170940171,0.5203867501323256,0.12871796108518815,300,1,TweetyNet,4.010312089184076,llb16,4
majority_vote,0.9657744997720162,16.581196581196583,0.6092271373188134,0.054660001776463414,300,2,TweetyNet,3.4225500227983763,llb16,4
min_segment_dur,0.9658477918135402,24.863247863247864,0.6093401186983736,0.08121359222542009,300,2,TweetyNet,3.415220818645981,llb16,4
min_segment_dur_majority_vote,0.9657981471912361,16.29059829059829,0.6096692995349837,0.05339919904061106,300,2,TweetyNet,3.4201852808763866,llb16,4
none,0.9658241443943203,25.286324786324787,0.6088984301769254,0.08284873429849582,300,2,TweetyNet,3.4175855605679706,llb16,4
majority_vote,0.9628021069210719,23.145299145299145,0.5644179288729195,0.08170826132475664,300,3,TweetyNet,3.719789307892807,llb16,4
min_segment_dur,0.9621738556865554,34.64957264957265,0.5531995091498025,0.12304629347657461,300,3,TweetyNet,3.7826144313444554,llb16,4
min_segment_dur_majority_vote,0.9628148363483764,23.10683760683761,0.5649054120110728,0.08124271730621695,300,3,TweetyNet,3.718516365162361,llb16,4
none,0.9621611262592505,34.91025641025641,0.5527393274095369,0.12418050087025252,300,3,TweetyNet,3.7838873740749457,llb16,4
majority_vote,0.9649103272744711,17.17948717948718,0.5695156047514836,0.056938409027431115,300,4,TweetyNet,3.5089672725528875,llb16,4
min_segment_dur,0.9648473939142913,29.816239316239315,0.5691190665600279,0.10073018526787642,300,4,TweetyNet,3.5152606085708693,llb16,4
min_segment_dur_majority_vote,0.9649252078303476,16.965811965811966,0.5699466320151652,0.055991588212906604,300,4,TweetyNet,3.507479216965237,llb16,4
none,0.964832513358414,30.17948717948718,0.5686968100199608,0.10218415835581555,300,4,TweetyNet,3.5167486641585977,llb16,4
